id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin
134,softexnacional,,2020-07-08,'#EstamosContratando https://softex.br/vagas.Venha atuar no Programa IA MCTI em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação..Vaga: ANALISTA DE INOVAÇÃO JÚNIOR (PJ).Inscreva-se ou indique: https://softex.br/vagas/',29,0,0,#EstamosContratando,linkedin
135,softexnacional,,2020-07-08,"'Você sabe como o MPS.BR pode te ajudar a fomentar negócios da sua empresa? .Venha conhecer! Participe do Webinar Programa MPS.BR e Oportunidade de Negócios com Caio Costa, Vinicius Mello e Edenilson Burity..15 de Julho | 17h30 Inscreva-se: https://lnkd.in/daZ6kFz'",12,0,0,,linkedin
136,softexnacional,,2020-07-08,'Novos conteúdos gratuitos na Plataforma EAD do Programa Conecta Startup Brasil: https://lnkd.in/dKXwfrC',11,0,0,,linkedin
137,softexnacional,,2020-07-08,"'Publicamos a lista de Startups, Grupos de Pesquisa e Empresas de TI qualificadas para avaliação no Programa IA MCTI!•Foram mais de 700 inscrições vindas de 24 estados brasileiros. Os projetos agora passarão pela banca de avaliação, na qual 100 projetos serão selecionados para a 1ª etapa do programa.•Acesse o site e confira!softex.br/iamcti'",17,0,0,,linkedin
138,softexnacional,,2020-07-08,"'#VenhaLer O Alcance dos Processos de Negócio em uma Organização, por Ana Oliveira da Softex. https://lnkd.in/dt7WW-X.#processos #dados #qualidade'",22,0,0,"#VenhaLer, #processos, #dados, #qualidade'",linkedin
139,softexnacional,,2020-07-08,"'Fechando a Jornada de Webinars de Inteligência artificial do Programa IA2 MCTI, na quinta-feira, 02/07, às 17h, o Secretário de Empreendedorismo e Inovação do MCTI, Paulo Alvim, junto com o Presidente da Softex, Ruben Delgado, discutem o uso de IA na transformação digital e no desenvolvimento do Brasil..www.linktr.ee/iamctic.MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",10,0,0,,linkedin
140,softexnacional,,2020-07-08,'#EstamosContratando https://softex.br/vagas/.Venha atuar no Programa Conecta Startup Brasil em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação. .Vaga: Designer (PJ). .Inscreva-se ou indique: https://softex.br/vagas/',16,0,0,#EstamosContratando,linkedin
141,softexnacional,,2020-07-08,"'Mais uma entrevista no #PodcastSoftex.Dessa vez o convidado é Leandro Santos, Gerente Geral e Vice-Presidente de Operações da Flex Brasil.  .No bate-papo mediado pela Karen Kornilovicz, Leandro analisa o futuro da inovação e da economia circular e comenta os projetos em desenvolvimento pela empresa..Ouça agora: https://lnkd.in/d35rsZf . #Inovação #EconomiaCircular #LeideInformática #Sustentabilidade .Nosso agradecimento especial a Flex, Linda de Oliveira e Marcos Bregantin.'",29,1,0,"#PodcastSoftex.Dessa, #Inovação, #EconomiaCircular, #LeideInformática, #Sustentabilidade",linkedin
142,softexnacional,,2020-07-08,"'Estao prorrogadas as inscrições do Edital de Startups, Grupos de Pesquisa e empresas de TI.  O novo prazo para conclusão das inscrições termina no dia 05 de julho, domingo próximo..Linktr.ee/iamctic.MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",15,0,0,,linkedin
143,softexnacional,,2020-06-08,"'A primeira fase do Programa Conecta Startup Brasil está chegando ao fim e para nos prepararmos para a próxima fase vem aí o Conecte-se - Primeiro Evento Imersivo do Programa..Veja a programação no álbum deste post e para assistir junto com a gente basta acessar no dia e horário o Canal do Programa no YouTube: https://lnkd.in/dAkjfbT.Programa Conecta Startup BrasilIniciativa: @mctic , @abdi.digital e @softex.nacionalParceiro executor: @cnpq_oficial'",27,1,0,,linkedin
144,softexnacional,,2020-07-08,'#EstamosContratando https://softex.br/vagas/.Venha atuar no Programa Conecta Startup Brasil em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação..Vaga: Analista de Inteligência (PJ)..Inscreva-se ou indique: https://softex.br/vagas/',26,0,0,#EstamosContratando,linkedin
145,softexnacional,,2020-07-08,"'Está no ar mais um episódio do #PodcastSoftex no Spotify..Nesse encontro, dois especialistas no setor de TICs quando o assunto é Inovação: Mariana Yazbeck, Gerente do FIEMG Lab e Diônes Lima, Vice-Presidente da Softex. E na mediação Karen Kornilovicz. .Em pauta, a inovação em tempos de crise e as estratégias e oportunidades de transformação..Escute agora: https://lnkd.in/dXqcigv.#InovaçãoComoInstrumentodeDesenvolvimentoSocial #ComportamentoEConexãoMundial #IndústriaBrasileiraForte #CiênciaTecnologiaEInvestimentoEmPesquisas.Diones Lima Mariana Yazbeck FIEMG Lab Karen Kornilovicz'",27,6,0,"#PodcastSoftex, #InovaçãoComoInstrumentodeDesenvolvimentoSocial, #ComportamentoEConexãoMundial, #IndústriaBrasileiraForte, #CiênciaTecnologiaEInvestimentoEmPesquisas.Diones",linkedin
146,softexnacional,,2020-06-08,'Inovação e Mercado Digital para o Micro e Pequeno Negócio..Como se adaptar aos novos tempos e entrar no digital? Preparamos para o Programa THEch um conteúdo inédito para ajudar o pequeno empreendedor a superar estes e outros desafios..Acesse o e-book gratuito: https://lnkd.in/dJ8_zvZ.Autoras: Rayanny Nunes e Ana Luísa Cavalcante Nogueira..Rayanny Nunes Ana Luísa C.',18,0,0,,linkedin
147,softexnacional,,2020-07-08,"'Anote na agenda e participe! Dia 2 de julho às 17h encontro marcado com nossos especialistas. .Webinar Desafios da Segurança da Informação: Estado da Prática, com Felipe Villar, Wagner Ueno, Adriano Cagnini e  Edenilson Rodrigues Burity.Inscreva-se: https://lnkd.in/g37K4k6'",10,0,0,,linkedin
148,softexnacional,,2020-06-08,'Empreendedores do Amazonas participem do Webinar..Softex Amazônia no âmbito do Programa Prioritário de Empreendedorismo Inovador convida para o Webinar Oportunidades para Startups..Dia 03 de junho às 16h (horário de Manaus). Inscreva-se: https://lnkd.in/dyEV9Nc.#PPI #Amazonas #Startups Ana Beatriz Castelo Branco Pires',7,0,0,"#PPI, #Amazonas, #Startups",linkedin
149,softexnacional,,2020-06-08,"'Estas são as mais recentes empresas certificadas pelo MPS.BR..Com abrangência nacional, o MPS.BR segue atuando em regime remoto durante este período de isolamento. Saiba mais: https://softex.br/mpsbr/ .Avaliação dos processos de software, nível F, na empresa Coopersystem, na sua unidade em Brasília (DF), pela Instituição Avaliadora Estratégia: https://lnkd.in/eKgayaY .Avaliação dos processos de software, nível F, na empresa Malinski Informática, na sua unidade KMM, em Ponta Grossa (PR), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPS_KMM.Avaliação dos processos de software, nível G, na empresa Duobox Sistemas, na sua unidade em Cascavel (PR), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPSDuobox.Avaliação dos processos de software, nível C, na empresa PD Case Informatica Ltda, nas suas unidades em Nova Lima (MG) e Mathias Lobato (MG), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPSPDCase.Qualityfocus Consultoria'",15,0,0,,linkedin
150,softexnacional,,2020-06-08,"'Negócios, Tecnologia e Inovação nos pequenos negócios. Acesse nosso E-book gratuito e compreenda melhor o momento que estamos vivendo e esteja preparado para o “novo mundo”..https://lnkd.in/dvi8hBQ.Autor: Pedro Teodoro, atua no Desenvolvimento de Startups aqui na Softex e produziu um e-book para você. Pedro Teodoro'",12,0,0,,linkedin
151,softexnacional,,2020-06-08,"'Esta semana, o Programa IA2 MCTIC discutirá o tema ""Cidades Inteligentes"" com a participação de Marília Lara, CEO da Stattus4 e Cris Alessi, Presidente da Agência Curitiba de Desenvolvimento, no dia 02/06. •Em seguida, falaremos sobre reconhecimento de voz, no webinar ""Falando a mesma Língua"" no dia 04/06.•Inscreva-se: linktr.ee/iamctic•Marília LaraCris AlessiStattus4Agência Curitiba de DesenvolvimentoMCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",5,0,0,,linkedin
152,softexnacional,,2020-06-08,"'Estamos contratando Consultor (Pessoa Jurídica) para prestação de serviço de análise de Projetos da Softex Amazônia, em Manaus-AM..Participe do processo ou indique: https://lnkd.in/dpYCx9J.#oportunidades #Vagas #Manaus #Consultor Ana Beatriz Castelo Branco Pires'",27,0,0,"#oportunidades, #Vagas, #Manaus, #Consultor",linkedin
153,softexnacional,,2020-06-08,"'Estamos contratando Consultor (Pessoa Jurídica) para prestação de serviço de planejamento, direção, orientação, coordenação e execução das atividades dos projetos da Softex em Teresina-PI. .Participe do processo ou indique: https://lnkd.in/dzC9bJS.#oportunidades #Vagas #Teresina #Consultor'",12,0,0,"#oportunidades, #Vagas, #Teresina, #Consultor'",linkedin
154,softexnacional,,2020-06-08,"'Webinar RH Ágil com MPS: Engajamento e Cultura alinhados ao seu Modelo de Negócio. Participação de Amanda Walter, Edenilson Burity e Beta Monteiro.________Dia 03 de junho às 19h30.Participe! Inscrições abertas: https://lnkd.in/eHJWmdk.BETA MONTEIRO Amanda Walter Edenilson Rodrigues Burity.#Webinar #RH #GestãoDePessoas #RHÁgil'",14,0,0,"#Webinar, #RH, #GestãoDePessoas, #RHÁgil'",linkedin
155,softexnacional,,2020-05-09,"'Dia 18 de maio às 17h, teremos mais um Webinar promovido pela nossa equipe do MPS.BR. https://lnkd.in/dQ66Fqv.Inscrições abertas para o Webinar Startups e LGPD: Construindo um Roadmap com base na ISO 27001 e MPS para Software e Serviços com Analia Irigoyen, especialista em Métodos Ágeis da ProMove Soluções e Fabrício Gama, agile master da Wooza.. ProMove Soluções.#MPSBR #starttups #LGPD'",10,2,0,"#MPSBR, #starttups, #LGPD'",linkedin
156,softexnacional,,2020-05-09,"'Nesta terça-feira (26/5), às 17h, com o webinar ""A indústria inteligente"", nossos convidados vêm contar um pouco sobre a IA e sua contribuição para a indústria.•FIEMG LabIgor SantiagoMariana YazbeckMCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",20,0,0,,linkedin
157,softexnacional,,2020-05-09,"'Webinar de DúvidasPrograma IA MCTIC.Nesta quarta-feira, 13/05, às 16h, realizaremos um webinar para apresentar brevemente o programa e responder às dúvidas sobre o edital. Participe e conheça mais sobre esse projeto que oferece investimentos de até R$500 mil para aceleração de projetos em inteligência artificial..Clique no link e descubra mais sobre o programa: https://lnkd.in/dE6pvhR'",13,0,0,,linkedin
158,softexnacional,,2020-05-09,'Programa IA2 MCTIC. Webinar dia 12/05 às 17h..Convidados especiais debatem o potencial e as tendências da inteligência artificial. .Inscrições abertas: http://softex.br/iamctic/',17,3,0,,linkedin
159,softexnacional,,2020-05-09,"'A Fumsoft preocupada com os desafios de seus associados e do setor de TI, organizou um conjunto webinars para auxiliar nossos empresas a superar os impactos do COVID-19.   .Convidamos instituições para conversar e ajudar a achar caminhos para o setor de tecnologia nesse novo cenário.  Venha contribuir com sua experiência, boas práticas, lições e visão de futuro. .""O setor de TI na superação da crise do COVID-19: uma agenda em construção"" é o tema do nosso segundo evento, com o  presidente da Softex - Ruben Delgado e as lideranças do setor de TI em Minas Gerais..Leonardo Fares - Presidente da  Fumsoft- Sociedade Mineira de Software;.Marcos Távora - Presidente da Assespro-MG - Associação das Empresas Brasileiras de Tecnologia da Informação;.Harlen Duque - Presidente da Sucesu Nacional e de MG - Sociedade de Usuários de Tecnologia..Dia 28 de maio as 18 horas. Clique e se inscreva: https://lnkd.in/dv7wdKV.Nos vemos lá!.Fumsoft SUCESU MINAS Assespro-MG'",28,0,0,,linkedin
160,softexnacional,,2020-04-09,"'Webinar Mecanismos de Entrada e Manutenção de Operações no Mercado Internacional para Empresas de Tecnologia, com Guilherme Amorim, gestor da área internacional da Softex..Dia 07 de maio às 10h..Inscrições: https://lnkd.in/dGJq44H'",6,0,0,,linkedin
161,softexnacional,,2020-04-09,"'No dia 4 de maio será lançado pela Softex e pelo Ministério da Ciência, Tecnologia, Inovações e Comunicações - MCTIC, o *Edital de Startups do Programa IA2 MCTIC.*.A participação deste edital possibilita que projetos de *Grupos de Pesquisa, Empresas de TI e/ou Startups* sejam acelerados em um programa com investimentos de até R$ 500 mil..Participe do lançamento e saiba mais sobre como candidatar seu projeto!Link de inscrição: https://lnkd.in/dRXCT7v.Acesse nosso site e saiba mais: www.softex.br/iamctic'",16,2,0,,linkedin
162,softexnacional,,2020-05-09,"'Hoje, 14/5, às 17h.No segundo webinar da trilha de Inteligência Artificial organizada pelo Programa IA2 MCTIC, discutiremos desafio e oportunidades do mercado de IA..Acesse linktr.ee/iamctic e saiba mais'",4,0,0,,linkedin
163,softexnacional,,2020-04-09,"'Empreendedores de todo o Brasil disponibilizamos conteúdos exclusivos para startups em estágio inicial ou pra quem quer tirar uma ideia do papel. .São dois módulos, cada um deles com 12 videoaulas na plataforma do Programa @conectastartupbr. Participe, as inscrições são gratuitas: https://lnkd.in/dKXwfrC.#videoaulas #empreender #startups'",28,0,0,"#videoaulas, #empreender, #startups'",linkedin
164,softexnacional,,2020-04-09,"'Participe do Webinar *Escalando Agilidade com DevOps, Scrum e MPS para Software e Serviços* com Analia Irigoyen, especialista em Métodos Ágeis da  ProMove Soluções._________Dia 27 de abril às 17h. Inscrições: https://bit.ly/WebinarsMPS.#Softex #MPSBR'",18,0,0,"#Softex, #MPSBR'",linkedin
165,softexnacional,,2020-04-09,'Prorrogamos as inscrições da Chamada para ICTs atuarem junto ao Programa Prioritário de Fomento ao Empreendedorismo Inovador na região da SUFRAMA..As inscrições e o envio dos projetos podem ser realizados até 22/04/2020. https://lnkd.in/dHrW5gs.#SUFRAMA #Manaus #Acre #Amazonas #Rondônia #Roraima #Macapá #Santana',11,0,0,"#SUFRAMA, #Manaus, #Acre, #Amazonas, #Rondônia, #Roraima, #Macapá, #Santana'",linkedin
166,softexnacional,,2020-05-09,"'Realizaremos na quinta-feira, 07/maio, às 16 horas, um Webinar para esclarecimento de dúvidas sobre o Edital de Startups do Programa IA2 MCTIC.•Para participar, inscreva-se no link em nossa bio.•Para conhecer melhor o programa, ou cadastrar seu projeto, acesse softex.br/iamctic•MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",10,0,0,,linkedin
167,softexnacional,,2020-03-05,"'O Programa IA2 MCTIC surgiu no intuito de promover a face digital da economia, acelerando negócios e soluções orientados á inteligência artificial para melhorar a vida das pessoas. .E é em respeito este propósito, às pessoas e às instituições que estão embarcando conosco nessa jornada que estamos nos adaptando ao cenário atual. .O IA2 MCTIC não para, e continuaremos nossa execução como previsto no cronograma do Programa. Entretanto, todas as nossas ações, incluindo as que inicialmente faríamos de forma presencial, serão executadas através de plataformas digitais. .Continuamos disponíveis para atender suas solicitações não hesite em nos procurar. .Estamos trabalhando para que você possa estar com a gente rumo a um Brasil mais digital.'",10,0,0,,linkedin
168,softexnacional,,2020-03-05,"'Nosso Programa de Certificações, MPS.BR, também se adequou a este momento..Em regime especial as atividades da avaliação poderão ser autorizadas para realização remota..Acesse o comunicado oficial do MPS.BR e saiba mais https://lnkd.in/daTuqZV'",7,0,0,,linkedin
169,softexnacional,,2020-04-09,"'O MPS.BR vem atuando de forma remota em regime especial para esse momento. Conheça as empresas que foram certificadas em março: Avaliação dos processos de serviços, nível G, na empresa A. K. Okamoto, na sua unidade Visãonet Telecom em Goierê (PR), pela Instituição Avaliadora Qualityfocus: https://lnkd.in/evCwGyS..Avaliação dos processos de software, nível G, na empresa A.S. Serviços de Informática, na sua unidade AnSata em Curitiba (PR), pela Instituição Avaliadora Qualityfocus: https://lnkd.in/ejaVPqq..Avaliação dos processos de software, nível G, na empresa Sistematech, na sua unidade em São Paulo (SP), pela Instituição Avaliadora Implementum: https://lnkd.in/eUmhhtB..Avaliação dos processos de software, nível F, na empresa Spassu Tecnologia e Serviços, na sua unidade em Vitória (ES), pela Instituição Avaliadora ASR: https://lnkd.in/eSPif8C'",13,1,0,,linkedin
170,softexnacional,,2020-03-05,"'Por pautarmos sempre nossas ações na #coletividade e no #respeito ao próximo, estamos confiantes que vamos sair dessa pandemia mais humanos e conscientes.Reafirmando nosso cuidado com a saúde dos nossos colaboradores, das suas famílias e de toda a sociedade, a partir de hoje, dia 20/03, todo o nosso time está em regime de home office. Estamos em casa, mas continuamos à disposição via e-mails.Cuidem-se todos! #fiqueemcasa'",24,0,0,"#coletividade, #respeito, #fiqueemcasa'",linkedin
171,softexnacional,,2020-03-05,"'Desafio Covid19: https://lnkd.in/eUSd67k.Uma iniciativa do MPLabs do Ministério Público de Pernambuco e do Open Innovation Lab do Porto Digital, em parceria com a Secretaria de Saúde do Estado de Pernambuco (SES/PE), como estratégia de inovação aberta no contexto da pandemia do SARS-CoV2..Imagem e fonte do texto: Site Oficial do Desafio Covid19 https://lnkd.in/eUSd67k'",9,0,0,,linkedin
172,softexnacional,,2020-03-05,'Dicas para cuidar da sua saúde e produtividade em tempos de #homeoffice..Montamos um manual pra nossa equipe e agora compartilhamos com você..#ficaemcasa #secuide',18,2,0,"#homeoffice..Montamos, #ficaemcasa, #secuide'",linkedin
173,softexnacional,,2020-03-05,"'Venha saber como estamos atuando nesse momento:https://lnkd.in/dGDS53m.Todos os projetos de nosso portfólio continuam ativos e nenhuma ação foi cancelada. As ações presenciais foram remanejadas para realização em formato online ou novas datas foram estabelecidas..Seguimos orientando empresários, startups, empreendedores e órgãos governamentais, buscando assim ser fonte segura de informação tecnológica e de inovação..Nossa equipe continua à disposição via e-mails e ainda em caso de dúvidas fale com comunicação@softex.br..#estamosjuntos'",16,0,0,#estamosjuntos',linkedin
174,softexnacional,,2020-03-05,"'Atenção, Aceleradoras e ICTs! O Edital do IA² MCTIC tem nova data de encerramento: 31 de março!.No programa, as ICTs credenciadas ao CATI serão responsáveis pelo apoio e acompanhamento do desenvolvimento da solução e suporte tecnológico..Acesse e inscreva-se: http://softex.br/iamctic/'",10,0,0,,linkedin
175,softexnacional,,2020-03-05,"'Faltam apenas 5 dias para o encerramento do Edital de ICTs do IA² MCTIC: http://softex.br/iamctic/.Com abrangência nacional, o programa tem por objetivo apoiar projetos de P&D orientados ao desenvolvimento de soluções em Inteligência Artificial..No IA² MCTIC, as ICTs credenciadas ao CATI serão responsáveis pelo apoio e acompanhamento do desenvolvimento da solução e suporte tecnológico.'",15,0,0,,linkedin
176,softexnacional,,2020-03-05,"'Estamos em casa, mas a interação continua! Você já fez Happy Hour online? O nosso foi nessa terça-feira. 🙌🥤.Todo o nosso time está trabalhando de casa empenhado e garantindo que todas as nossas atividades e projetos fiquem ainda melhores..#secuide'",30,1,0,#secuide',linkedin
0,bairesdev,,2021-02-03,"""Diversity has always been a core element of the BairesDev culture. Since the very beginning, we've focused thoroughly on hiring the Top 1% of IT Talent, no matter who they are or where they come from. Today, we can say that our approach to diversity has been key in driving BairesDev's innovation, creativity, and growth. Read the full article to learn how: https://lnkd.in/dPawvtU#Diversity #Talent""",77,3,0,"#Diversity, #Talent""",linkedin
1,bairesdev,,2021-03-05,"'We are looking for Python Developers to join our team!• 5+ years of practical experience in Python and Django development.• Experience in development with object-oriented programming is desirable.• Development experience using other programming languages.• Good skills with XML and relational databases (Oracle / MS SQL / MySQL).• Strong professional experience working with large data structures (including XML) and algorithms.- Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dm43eER#NowHiring #Openings #JobVacancy'",16,0,0,"#NowHiring, #Openings, #JobVacancy'",linkedin
2,bairesdev,,2021-03-05,"'Gender diversity matters. At BairesDev, we pride ourselves in having a work culture built on different perspectives, so that all of our employees can successfully develop their careers and reach their full potential.We do not doubt that ensuring equal representation of women in the workplace can have a positive impact across an entire organization. Here are some of those benefits.#GenderDiversity #GenderEquity'",26,1,0,"#GenderDiversity, #GenderEquity'",linkedin
3,bairesdev,,2021-03-04,"""At its core, resilience is about having enough strength to face volatile situations and enduring in spite of them—but that's not enough for long-term success. In his latest LinkedIn article, Nacho De Marco tells us about the real value of following the digital path to business resilience and how you can do it in 2021. Check it out here: #digitaltransformation #digitalacceleration""",14,0,0,"#digitaltransformation, #digitalacceleration""",linkedin
4,bairesdev,,2021-03-04,'Welcome aboard!Michel Popolin - Vinícius Sacramento - Alexsander Rodrigues - Felipe de Albuquerque - Eduardo Carlos Machnicki#NowHiring #NewTeam',64,2,0,"#NowHiring, #NewTeam'",linkedin
5,bairesdev,,2021-03-03,"""With expertise and knowledge in the latest technologies, our engineering teams are ready to guarantee unmatched results and drive your project's success.#digitaltransformation #smartoutosurcinghttps://lnkd.in/dk7wua3""",26,0,0,"#digitaltransformation, #smartoutosurcinghttps://lnkd.in/dk7wua3""",linkedin
6,bairesdev,,2021-03-02,'Welcome to our newest team members!Everton Calgarotto - Felipe Piña Arjona - Ricardo Delgado - Gustavo Quinta - Clayton Neves#NowHiring',84,0,0,#NowHiring',linkedin
7,bairesdev,,2021-03-01,"'We are looking for .NET Developers to join our team!• 5+ years of experience in Web projects, C #, SQL Server.• Experience with HTML / CSS and Javascript frameworks.• Experience with MVC.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dC7dcDi#NowHiring #Openings #JobVacancy'",38,1,0,"#,, #NowHiring, #Openings, #JobVacancy'",linkedin
8,bairesdev,,2021-03-02,"'Catastrophic failures are the worst, but the truth is that they happen even to the biggest players in the industry. In this new article, Rafael Cuesta, R&D Database Engineer at BairesDev, shows us how your company can overcome such a challenge ASAP with the help of your database system.Find out more here: https://lnkd.in/dfPsVri#Technology #Engineering'",29,0,0,"#Technology, #Engineering'",linkedin
9,bairesdev,,2021-03-01,'Do you want to be part of the Top 1% of IT Talent in Latin America? Join us at a new edition of our Backend tournament and win amazing prizes! Register here: https://lnkd.in/dAhi2W8#Jobs #Tournament #JobAlert',37,0,0,"#Jobs, #Tournament, #JobAlert'",linkedin
10,bairesdev,,2021-02-26,"'With a distributed team model, our qualified full-stack engineers helped Pinterest developing enhancements for their ad monetization platform.https://lnkd.in/dh_WDhD'",32,0,0,,linkedin
11,bairesdev,,2021-03-01,"""Our custom software development services can tackle your business needs. We provide high-quality solutions and value to our clients' digital acceleration processes with amazing autonomous dedicated teams, see how that works.https://lnkd.in/e-_xHSk""",24,0,0,,linkedin
12,bairesdev,,2021-03-01,"""2021 will be the year of tech-driven businesses! Register for BairesDev's Live Webinar on Digital Acceleration and discover how your business can benefit from disruptive technologies in the short and long-term. Tech-driven operations are quickly becoming the standard for market competitiveness, and this is your chance to find out what tech trends you'll need to stay on top of.Register here! https://lnkd.in/dB4ZzfJ#DigitalAcceleration #Webinar""",55,0,0,"#DigitalAcceleration, #Webinar""",linkedin
13,bairesdev,,2021-02-26,"'We are looking for React Developers to join our team!• 5+ years of experience in Front End development with strong skills in Javascript, CSS3, and HTML5.• Experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.• Experience with other Javascript Frameworks such as Angular, Backbone, Marionette.• Experience using ES2015 (ES6 / ES7).• Experience with command lines, APIs, and client-side performance.• Familiar with the concepts of basic programming, JavaScript and data structures, types of variables, and idiosyncrasies.• Advanced English level.If you are interested, click here and apply: https://lnkd.in/dBfkyGP#NowHiring #Openings #JobVacancy'",35,0,0,"#NowHiring, #Openings, #JobVacancy'",linkedin
14,bairesdev,,2021-02-19,'Add the extra talent needed to boost your development projects. IT Staff Augmentation is useful when you need specific skills that your current team members don’t have or when your project load suddenly increases.https://lnkd.in/dg7QtEr',32,0,0,,linkedin
15,bairesdev,,2021-02-26,"'Our team is always growing. Welcome aboard!Juan Pablo Leyva Douat - Ricardo Albuquerque - Alejandro Berrio - Eduardo Moura, Ph.D. - Luis Barquero #Jobs #Career #NowHiring'",75,5,0,"#Jobs, #Career, #NowHiring'",linkedin
16,bairesdev,,2021-02-19,'Do you want to be part of the Top 1% of IT Talent in Latin America? Join us at a new edition of our DevOps tournament and win amazing prizes!Are you ready for the challenge? Register here: https://lnkd.in/deWrr3B#Tournament #DevOps',49,3,0,"#Tournament, #DevOps'",linkedin
17,bairesdev,,2021-02-19,"'We are looking for Node.js Developers to join our team!• 5+ years of Node development experience.• Experience in Video and HLS.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/dYasvud#Jobs #Node'",41,2,0,"#Jobs, #Node'",linkedin
18,bairesdev,,2021-02-26,'Welcome aboard!Brenda Taveras - Eduardo Escobar - Lucas Hector Borri - Diego Gonzalez Duque - Alejandro Barrero Plazas#NewTeam',116,7,0,#NewTeam',linkedin
19,bairesdev,,2021-02-26,"'Remote work is at our core. Work from anywhere in the world and enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job. Discover our vacancies here: https://lnkd.in/dBfiC8Z'",54,1,0,,linkedin
20,bairesdev,,2021-02-26,"'We are happy to announce the winners of our Senior DevOps Tournament!Stay tuned for our next tournament.If you want to be part of BairesDev, check out our openings at https://lnkd.in/dBfiC8Z#Tournament #DevOps'",79,1,0,"#Tournament, #DevOps'",linkedin
21,bairesdev,,2021-02-26,"'Choosing between Custom and Off the Rack Software is a decision most businesses will have to face as they grow. Find out which option is most beneficial to your company in this new article by Michael Warren, Sales Channel Representative at BairesDev: https://lnkd.in/dXDbTUE#CustomSoftware'",22,0,0,#CustomSoftware',linkedin
22,bairesdev,,2021-02-12,'Nurture customer loyalty by providing a superlative user experience. Our Software Specialists focus on handcrafting unique UI & UX designs. https://lnkd.in/dHGbd4T',24,0,0,,linkedin
23,bairesdev,,2021-02-26,"'We are looking for Java Developers to join our team!• 5+ years of experience in Java.• Experience in web application programming.• Knowledge of Object-Oriented Programming.• Ability to work with relational and non-relational bases.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/du2zdHD#Java #Jobs'",58,2,0,"#Java, #Jobs'",linkedin
24,bairesdev,,2021-02-19,"'The Top 1% of IT Talent has fueled our business and culture. We deliver end-to-end Technology Solutions created by the most highly vetted, expert-level teams in the market.https://lnkd.in/dB_asYz'",53,0,0,,linkedin
25,bairesdev,,2021-02-12,"'We are looking for .NET Developers to join our team!• 5+ years of experience in Web projects, C #, SQL Server.• Experience with HTML / CSS and Javascript frameworks.• Experience with MVC.• Advanced English level.If you are interested, please click here and apply: https://lnkd.in/drvKtd7#NET #NetDeveloper #Jobs'",60,0,0,"#,, #NET, #NetDeveloper, #Jobs'",linkedin
26,bairesdev,,2021-02-26,"'In this new article, Lorena Albaretto, Global Account Manager at BairesDev, takes a look at 7 innovations that are proving successful during the pandemic and will reach unprecedented heights even after our lives return to normal. Learn more here: https://lnkd.in/dSHiaEK#Technology #Innovation'",38,0,0,"#Technology, #Innovation'",linkedin
27,bairesdev,,2021-02-26,"'Most businesses outsource software development to solve problems, create new products, or add talent to their teams. However, sometimes this relationship could introduce unnecessary pain points. In this new article, Michael Maschwitz, Marketing & Communications Director at BairesDev, analyzes the most common pain points in the business-developer relationship and describes ways to solve them: https://lnkd.in/dBmX9iZ#SoftwareDevelopment #Business #Developers'",23,2,0,"#SoftwareDevelopment, #Business, #Developers'",linkedin
28,bairesdev,,2021-02-12,"'Recently, BairesDev partnered with Sana Sano to develop innovative business tools in strategic consulting. Our team provided front-end and back-end development services to create custom applications for various end-user groups. Read the full success story here: https://lnkd.in/dWSCWpN#SuccessStory #Clients'",68,1,0,"#SuccessStory, #Clients'",linkedin
29,bairesdev,,2021-02-12,'Our team is always growing. Welcome aboard!Kayseri Andres Martinez Sanchez - Cesar Vela Rodriguez - Maicco Ferreira - Chun Ko Lu - Daniel C.#NewTeam',89,1,0,#NewTeam',linkedin
30,bairesdev,,2021-02-12,"""Our specialized team provided software development services for all of Univision's applications and platforms. Discover how we delivered comprehensive solutions in crucial aspects such as monitoring, remediation, and management.https://lnkd.in/dFsr_Kr""",34,0,0,,linkedin
31,bairesdev,,2021-02-26,"'Sticking with old interview techniques could lead your company to miss out on some of its best hires ever. In this new article, María Eugenia Fiore, HR Manager at BairesDev, highlights 8 ways you can get the most out of developer interviews in 2021: https://lnkd.in/duYQsV8#TalentAcquisition #InterviewTips'",23,0,0,"#TalentAcquisition, #InterviewTips'",linkedin
