id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,tipo,modelo,assunto,language,post_text_pt,,,,
102,globant,,2020-11-05,"Estamos convencidos de que la tecnología puede ayudar a mejorar la vida de las personas. 🙌 Dale!, es un videojuego creado por Beatriz Diuk, investigadora del Conicet, y desarrollado por Globant que nace con la premisa de combinar la tecnología y la educación con el objetivo de combatir el analfabetismo en zonas vulnerables. 🎮 Lee la nota completa: 👉 https://bit.ly/3e5pjMQ'",130,0,0,,linkedin,,,,es,"Estamos convencidos de que a tecnologia pode ajudar a melhorar a vida das pessoas. 🙌 Dale!, É um videogame criado por Beatriz Diuk, pesquisadora do Conicet, e desenvolvido pela Globant que nasceu com a premissa de aliar tecnologia e educação com o objetivo de combater o analfabetismo em áreas vulneráveis. 🎮 Leia a nota completa: 👉 https://bit.ly/3e5pjMQ &#39;",,,,
22,globant,,2020-10-29,"Estamos encendiendo los motores... 🚀 ¡La Nueva Era Espacial está por comenzar! Junto con Open Space, te invitamos a potenciar tu creatividad reimaginando el espacio e ideando misiones que mejoren la vida en la Tierra.🌎 Regístrate aquí 👉 https://bit.ly/35fFkM6#OpenSpace #NuevaEraSpacial #Space #Globant #Revolucion'",62,0,2204,"#OpenSpace, #NuevaEraSpacial, #Space, #Globant, #Revolucion'",linkedin,técnico,webinar,Tendencias sobre Tecnologia,es,"Estamos ligando os motores ... 🚀 A Nova Era Espacial está prestes a começar! Juntamente com o Open Space, convidamos você a impulsionar sua criatividade reimaginando o espaço e planejando missões que melhoram a vida na Terra. Registre-se aqui 👉 https://bit.ly/35fFkM6#OpenSpace #NuevaEraSpacial #Space #Globant #Revolucion &#39;",,,,
23,globant,,2020-10-29,¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno ⬇️Diversity Month: Español: https://bit.ly/3nC0GMb Inglés: https://bit.ly/3jMOo0W Tech Insiders Java: https://bit.ly/35jMGyc Dicas com especialista para sua Carreira em Game Dev: https://bit.ly/3jUw8CZ Be kind talks - Inspirational Series: https://bit.ly/3ov7sDV Foro Regional Corporativo: https://bit.ly/37OedLb La nueva era espacial: https://bit.ly/35fFkM6 ⚡¡Te esperamos!⚡ #Techinsiders #Java #OpenSpace #DiversityMonth #Technology',32,0,0,"#Techinsiders, #Java, #OpenSpace, #DiversityMonth, #Technology'",linkedin,técnico,evento,Inclusão e Carreira,es,Conheça nossos eventos da semana! Aqui compartilhamos o registro de cada um ⬇️Mês da Diversidade: Espanhol: https://bit.ly/3nC0GMb Inglês: https://bit.ly/3jMOo0W Tech Insiders Java: https: / / bit.ly/35jMGyc Dicas como especialista para sua carreira em Game Dev: https://bit.ly/3jUw8CZ Be kind talks - Inspirational Series: https://bit.ly/3ov7sDV Corporate Regional Forum: https: // bit. ly / 37OedLb A nova era espacial: https://bit.ly/35fFkM6 ⚡Estamos esperando por você! ⚡ #Techinsiders #Java #OpenSpace #DiversityMonth #Technology &#39,,,,
27,globant,,2020-10-29,"""Today! “NACME's: Engineering a diverse workforce”: Michele Lezama.#BeKind #BeKindTalks""",26,0,0,"#BeKind, #BeKindTalks""",linkedin,branding,post,Diversidade e Inclusão,en,&quot,Hoje!&quot, NACME&#39,s: Engenharia de uma força de trabalho diversificada &quot,: Michele Lezama. # BeKind #BeKindTalks&quot
30,globant,,2020-10-29,Eager to know what Augmented Coding has to offer? Read our latest report and discover it now! 👉 https://bit.ly/3jGcObS#Artificialintelligence #SoftwareDevelopment #AugmentedCollaboration',63,2,0,"#Artificialintelligence, #SoftwareDevelopment, #AugmentedCollaboration'",linkedin,técnico,e-book,Augmented Collaboration,en,Quer saber o que a Codificação Aumentada tem a oferecer? Leia nosso último relatório e descubra agora! 👉 https://bit.ly/3jGcObS#Artificialintelligence #SoftwareDevelopment #AugmentedCollaboration &#39,,,,
38,globant,,2020-10-29,"Tanto Mercedes MacPherson, Chief Talent & Diversity Officer, como Andres Giolito, Country Manager, fueron seleccionados por la Revista Gerente entre los 100 gerentes más exitosos de #Colombia. ¡Un orgullo tenerlos en el equipo!'",299,39,0,#Colombia.,linkedin,branding,premiações,Reconhecimento,es,"Mercedes MacPherson, Chief Talent &amp; Diversity Officer, e Andres Giolito, Country Manager, foram selecionados pela Manager Magazine entre os 100 gerentes de maior sucesso da #Colombia. Tenho orgulho de tê-los no time! &#39;",,,,
40,globant,,2020-10-29,"3,2,1 ¡Despegue! 🚀 ¡La Nueva Era Espacial está por comenzar! Todavía queda lugar 👉 https://bit.ly/35fFkM6Martin Migoya, Irene Arias Hofman, CFA, Emiliano Kargieman, Bendek Eduardo, Miguel San Martin, Marcos D. Franceschini, Gabriel Absi, Diego Saenz Gil y más speakers de primer nivel para potenciar tu creatividad reimaginando el espacio. 🌌 #OpenSpace #LaNuevaEraEspacial #Space'",58,2,758,"#OpenSpace, #LaNuevaEraEspacial, #Space'",linkedin,técnico,webinar,Tendencias sobre Tecnologia,es,"3,2,1 Decole! 🚀 A Nova Era Espacial está prestes a começar! Ainda há espaço para promova a sua criatividade reimaginando o espaço. 🌌 #OpenSpace #LaNuevaEraEspacial #Space &#39;",,,,
45,globant,,2020-10-29,"En nuestro último #CaféConProtagonistas conversamos con Carolina Castro, HR & CSR Director en Industrias Guidi. Revive su charla: “Ser industrial no tiene género”. https://bit.ly/2HyejLv#BeKind #Diversidad #Liderazgo #Diversity #DiversityMonth'",33,1,1279,"#CaféConProtagonistas, #BeKind, #Diversidad, #Liderazgo, #Diversity, #DiversityMonth'",linkedin,branding,webinar,Empowering women,es,"Em nosso último # CaféConProtagonistas, conversamos com Carolina Castro, Diretora de RH e CSR da Industrias Guidi. Reviva sua palestra: “Ser industrial não tem gênero”. https://bit.ly/2HyejLv#BeKind #Diversity #Liderazgo #Diversity #DiversityMonth &#39;",,,,
46,globant,,2020-10-29,"At Globant, talking about diversity means recognizing that everyone has something special that makes them unique, 🙌 and it is precisely these differences that strengthen us all. 💪 During Diversity Month, we are leading robust ongoing initiatives.Learn more about these initiatives and meet the diversity pod behind the scenes! \U0001f929 https://bit.ly/34j1r5e#DiversityMonth #BeKind #Diversity'",50,0,1511,"#DiversityMonth, #BeKind, #Diversity'",linkedin,branding,post,Diversidade e inclusão,en,"Na Globant, falar sobre diversidade significa reconhecer que cada um tem algo especial que o torna único, 🙌 e são exatamente essas diferenças que nos fortalecem a todos. 💪 Durante o Mês da Diversidade, estamos liderando iniciativas robustas em andamento. Saiba mais sobre essas iniciativas e conheça o grupo de diversidade nos bastidores! \ U0001f929 https://bit.ly/34j1r5e#DiversityMonth #BeKind #Diversity &#39;",,,,
53,globant,,2020-10-29,"""For the inaugural Globant Awards #WomenThatBuild edition, we're glad to announce we've put together an outstanding judging panel. 🏆 Meet our Global evaluation committee, where Linda Rottenberg, Shari Loessberg, The Edge, Patricia Pomies, Martin Migoya and Guibert Englebienne will join us for the deliberation. 🙌 If you have not yet nominated your candidate, you can do it here: https://bit.ly/2ZFgpQ9""",128,2,0,#WomenThatBuild,linkedin,employer branding,premiações,Women Employement,en,"&quot;Para a edição inaugural do Globant Awards #WomenThatBuild, temos o prazer de anunciar que montamos um painel de jurados excepcional. 🏆 Conheça nosso comitê de avaliação global, onde Linda Rottenberg, Shari Loessberg, The Edge, Patricia Pomies, Martin Migoya e Guibert Englebienne se juntará a nós para a deliberação. 🙌 Se você ainda não indicou seu candidato, você pode fazê-lo aqui: https://bit.ly/2ZFgpQ9 &quot;",,,,
58,globant,,2020-10-29,"Encarar una reconversión completa de los sistemas que integran todas las operaciones de una compañía, puede ser una tarea titánica, pero es posible 💪. Telecom Argentina convocó a Globant como uno de sus partners estratégicos para ""facilitar la relación entre IT y el negocio traccionando la cultura DevOps"", explica Gabriel Antelo, Technical Director de Globant. Mira la nota completa en Infotechnology 👉 https://bit.ly/31wG8ez#GlobantInTheNews'",292,3,0,#GlobantInTheNews',linkedin,,,,es,"Enfrentar uma reconversão completa dos sistemas que compõem todas as operações de uma empresa pode ser uma tarefa árdua, mas é possível 💪. A Telecom Argentina convocou a Globant como um de seus parceiros estratégicos para &quot;facilitar a relação entre a TI e o negócio com base na cultura DevOps&quot;, explica Gabriel Antelo, Diretor Técnico da Globant. Veja a nota completa em Infotechnology 👉 https://bit.ly/31wG8ez#GlobantInTheNews &#39;",,,,
63,globant,,2020-10-29,"Acompáñanos en el Foro Regional Corporativo: Conectadas y Seguras en el que Francisco Michref, Public Affairs & Sustainability en Globant estará aportando su visión sobre la inclusión de género en tecnología y espacios seguros en la red. 👉 Jueves 29 de octubre 9:00 a.m. COL y MXT / 11:00 a.m. ARTRegístrate aquí: https://bit.ly/3onJE4P'",37,0,0,,linkedin,,,,es,"Junte-se a nós no Fórum Regional Corporativo: Conectado e Seguro, no qual Francisco Michref, Relações Públicas e Sustentabilidade da Globant estará contribuindo com sua visão sobre a inclusão de gênero na tecnologia e em espaços seguros na web. 👉 Quinta-feira, 29 de outubro 9h COL e MXT / 11h ART Inscreva-se aqui: https://bit.ly/3onJE4P &#39;",,,,
69,globant,,2020-10-29,"""#BeKindTalks | Don't miss our webinar “NACME's: Engineering a diverse workforce” with the participation of Michele Lezama, CEO of the National Action Council for Minorities in Engineering. Sign up here 👉 https://bit.ly/3mteWpd#BeKind #Diversity #DiversityMonth""",34,0,0,"#BeKindTalks, #BeKind, #Diversity, #DiversityMonth""",linkedin,employer branding,webinar,Diversidade e Inclusão,en,"&quot;#BeKindTalks | Não perca nosso webinar“ NACME&#39;s: Engineering uma diversificada workforce ”com a participação de Michele Lezama, CEO do National Action Council for Minorities in Engineering. Inscreva-se aqui 👉 https://bit.ly/3mteWpd# BeKind #Diversity #DiversityMonth &quot;",,,,
73,globant,,2020-10-29,"""It's time to recognize women who make a difference. The ones who inspire, lead and create change. 🏆Along with our sponsors, we seek to recognize women who have built their careers in technology and whose stories deserve to be told. Nominate your candidate here! https://bit.ly/35DyJgaAcámica, IAE Business School, IESE Business School, São Paulo Digital School, Universidad Católica del Uruguay, Escuela de Postgrado de la Universidad San Ignacio de Loyola, Facultad de Ingeniería - Universidad de los Andes, Universidad de Montevideo, Universidad ORT Uruguay, Universidad de la Empresa #GlobantAwards #WomenThatBuild""",272,6,0,"#GlobantAwards, #WomenThatBuild""",linkedin,branding,premiações,Women Employement,en,"“É hora de reconhecer mulheres que fazem a diferença. Aquelas que inspiram, lideram e criam mudanças. 🏆Junto com nossos patrocinadores, buscamos reconhecer mulheres que construíram suas carreiras em tecnologia e cujas histórias merecem ser contadas. Indique sua candidata aqui! https://bit.ly/35DyJgaAcámica, IAE Business School, IESE Business School, São Paulo Digital School, Universidad Católica del Uruguay, Escuela de Postgrado de la Universidad San Ignacio de Loyola, Facultad de Ingeniería - Universidad de los Andes, Universidad de Montevideo, Universidad ORT Uruguai, Universidad de la Empresa #GlobantAwards #WomenThatBuild &quot;",,,,
75,globant,,2020-10-29,"Estamos en el comienzo de una revolución espacial que transformará a la humanidad y nos abrirá las puertas del universo. Junto con Open Space, te invitamos a potenciar tu creatividad reimaginando el espacio e ideando misiones que mejoren la vida en la Tierra. 🌎 ¿Estás listo para ser el protagonista de esta revolución?Regístrate aquí 👉 https://bit.ly/35fFkM6Convoca a tus aliad@s para esta revolución 👨\u200d💻👩\u200d💻 tagueal@s!#OpenSpace #NuevaEraSpacial #Space #Globant #Revolucion'",105,4,0,"#OpenSpace, #NuevaEraSpacial, #Space, #Globant, #Revolucion'",linkedin,,,,es,"Estamos no início de uma revolução espacial que transformará a humanidade e abrirá as portas do universo para nós. Juntamente com o Open Space, convidamos você a impulsionar sua criatividade reimaginando o espaço e planejando missões que melhoram a vida na Terra. 🌎 Você está pronto para ser o protagonista desta revolução? Cadastre-se aqui 👉 https://bit.ly/35fFkM6 Convoque seus aliados para esta revolução 👨 \ u200d💻👩 \ u200d💻 tagueal @ s! #OpenSpace #NuevaEraSpacial #Space #Globant #Revolution &#39;",,,,
76,globant,,2020-10-29,"É uma honra para nós anunciar Ana Paula Pessoa, Catalina Manrique, Jane de Freitas, Martha Gabriel e Renata Albertim como juradas da edição do #GlobantAwards #WomenThatBuild. 🏆 Se você não indicou a sua candidata, ainda dá tempo. Indique agora mesmo: https://bit.ly/32QIBSf'",7,0,0,"#GlobantAwards, #WomenThatBuild.",linkedin,employer branding,premiações,Women Employement,pt,"É uma honra para nós anunciar Ana Paula Pessoa, Catalina Manrique, Jane de Freitas, Martha Gabriel e Renata Albertim como juradas da edição do #GlobantAwards #WomenThatBuild. 🏆 Se você não indicou a sua candidata, ainda dá tempo. Indique agora mesmo: https://bit.ly/32QIBSf'",,,,
83,globant,,2020-10-29,"Today, our very own Marina Saint-Lary, Chief Solutions Officer, will be joining a powerhouse panel during the HMG Strategy Global Women in Technology Summit discussing ""Leading Courageously When Your Confidence Has Been Shaken"". https://bit.ly/31EnG3DBe sure to nominate the women leaders that have inspired you for the #WomenThatBuild awards! https://bit.ly/2ZFgpQ9'",43,0,0,#WomenThatBuild,linkedin,branding,webinar,Women Employement,en,"Hoje, nossa própria Marina Saint-Lary, diretora de soluções, se juntará a um painel poderoso durante o HMG Strategy Global Women in Technology Summit discutindo &quot;Liderando corajosamente quando sua confiança foi abalada&quot;. https://bit.ly/31EnG3DBe certifique-se de nomear as mulheres líderes que o inspiraram para os prêmios #WomenThatBuild! https://bit.ly/2ZFgpQ9 &#39;",,,,
109,globant,,2020-10-29,"The current landscape that businesses find themselves in demands companies to rethink their marketing strategy. \U0001f92f Find out the role of data to address the needs and expectations of customers in “the new world” in this article authored by Kuljeet Kaveeshwar, Tech Director. https://bit.ly/3jdWC0Y#StayRelevant #Marketing #DigitalMarketing #MarketingStrategy'",27,0,0,"#StayRelevant, #Marketing, #DigitalMarketing, #MarketingStrategy'",linkedin,negócios,artigo,Digital Marketing,en,"O cenário atual em que as empresas se encontram exige que repensem sua estratégia de marketing. \ U0001f92f Descubra a função dos dados para atender às necessidades e expectativas dos clientes no “novo mundo” neste artigo da autoria de Kuljeet Kaveeshwar, Diretor Técnico. https://bit.ly/3jdWC0Y#StayRelevant #Marketing #DigitalMarketing #MarketingStrategy &#39;",,,,
117,globant,,2020-10-29,"""Technology is vital for growth & #progress in this era of #globalization. 🌎 Today on the United Nations' #WorldDevelopmentInformationDay we want to share with you some of the initiatives we undertook to help ensure continued access to education and training in IT 👉 https://bit.ly/3oi4aU7""",53,0,0,"#progress, #globalization., #WorldDevelopmentInformationDay",linkedin,,,,en,"&quot;A tecnologia é vital para o crescimento e #progresso nesta era de #globalização. 🌎 Hoje, no dia #WorldDevelopmentInformationDay das Nações Unidas, queremos compartilhar com vocês algumas das iniciativas que empreendemos para ajudar a garantir o acesso contínuo à educação e treinamento em TI 👉 https : //bit.ly/3oi4aU7 &quot;",,,,
29,globant,,2020-10-20,¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno ⬇️Diversity Month: Español: https://bit.ly/3nC0GMb Inglés: https://bit.ly/3jMOo0W Raviolis Show: https://bit.ly/2T9acbG Agile Days: https://bit.ly/3k6nrWk Globant Bootcamp Tandil: https://bit.ly/34aNohI ⚡¡Te esperamos!⚡ #DiversityMonth #Agile #IT #Bootcamp',50,1,0,"#DiversityMonth, #Agile, #IT, #Bootcamp'",linkedin,branding,post,Divulgação da agenda de conteúdos/eventos digitais,es,Conheça nossos eventos da semana! Aqui compartilhamos as inscrições de cada um ⬇️Mês da Diversidade: Espanhol: https://bit.ly/3nC0GMb Inglês: https://bit.ly/3jMOo0W Show Raviolis: https: // bit .ly / 2T9acbG Agile Dias: https://bit.ly/3k6nrWk Globant Bootcamp Tandil: https://bit.ly/34aNohI ⚡Estamos esperando por você! ⚡ #DiversityMonth #Agile #IT #Bootcamp &#39,,,,
41,globant,,2020-10-20,"At Globant, we are reinventing the way developers search, gather and deliver code, to make faster development with best practices. 👨\u200d💻 👩\u200d💻 The future is AI and it’s written in code. Are you ready to join us? 👉 https://bit.ly/3o1bbZk#AugmentedCoding'",70,0,1955,#AugmentedCoding',linkedin,técnico,estudo,Demo,en,"Na Globant, estamos reinventando a maneira como os desenvolvedores buscam, reúnem e entregam código para agilizar o desenvolvimento com as melhores práticas. 👨 \ u200d💻 👩 \ u200d💻 O futuro é a IA e está escrito em código. Você está pronto para se juntar a nós? 👉 https://bit.ly/3o1bbZk#AugmentedCoding &#39;",,,,
44,globant,,2020-10-20,"É hora de reconhecer mulheres que fazem a diferença. Aquelas que inspiram, lideram e geram mudanças. 🏆 Nós e nossos parceiros convidamos você a participar da edição #GlobantAwards #WomenthatBuild, um prêmio que visa reconhecer as mulheres que construíram suas carreiras em tecnologia.Líderes que estão constantemente inovando e motivando as pessoas ao seu redor, aquelas cujas histórias merecem ser contadas!Indique sua candidata agora! ⭐ https://bit.ly/32QIBSfESPM Escola Superior de Propaganda e Marketing, Mete a Colher, São Paulo Digital School, Martha Gabriel, PhD Catalina Manrique'",26,0,599,"#GlobantAwards, #WomenthatBuild,",linkedin,branding,premiações,Empowering women,pt,"É hora de reconhecer mulheres que fazem a diferença. Aquelas que inspiram, lideram e geram mudanças. 🏆 Nós e nossos parceiros convidamos você a participar da edição #GlobantAwards #WomenthatBuild, um prêmio que visa reconhecer as mulheres que construíram suas carreiras em tecnologia.Líderes que estão constantemente inovando e motivando as pessoas ao seu redor, aquelas cujas histórias merecem ser contadas!Indique sua candidata agora! ⭐ https://bit.ly/32QIBSfESPM Escola Superior de Propaganda e Marketing, Mete a Colher, São Paulo Digital School, Martha Gabriel, PhD Catalina Manrique'",,,,
54,globant,,2020-10-20,"Take part in the #GlobantAwards #WomenThatBuild edition! 🏆 This award seeks to recognize women who have built a career in technology, manage innovation projects, and promote diversity and inclusion. 🙋\u200d♀️Nominate your candidate now! 👉https://bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild'",90,0,0,"#GlobantAwards, #WomenThatBuild, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,employer branding,premiações,Women Employement,en,"Participe da edição #GlobantAwards #WomenThatBuild! 🏆 Este prêmio visa reconhecer mulheres que construíram uma carreira em tecnologia, gerenciam projetos de inovação e promovem a diversidade e a inclusão. 🙋 \ u200d♀️Nomeie seu candidato agora! 👉https: //bit.ly/2ZFgpQ9#GlobantAwards #WomenAwards #WomenThatBuild &#39;",,,,
55,globant,,2020-10-20,¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno⬇️Tech Insiders Salesforce: https://bit.ly/34jJ4vtCafé con protagonistas: https://bit.ly/2GoopP2 Webinar l Welcome To The Future Of Work: https://bit.ly/3mYE73M ⚡¡Te esperamos!⚡ #Techinsiders #Salesforce #Futureofwork #Technology',56,0,0,"#Techinsiders, #Salesforce, #Futureofwork, #Technology'",linkedin,,,,es,Conheça nossos eventos da semana! Aqui nós compartilhamos o registro de cada um️Tech Insiders Salesforce: https://bit.ly/34jJ4vtCafé com protagonistas: https://bit.ly/2GoopP2 Webinar l Bem-vindo ao Futuro do Trabalho: https : //bit.ly/3mYE73M ⚡Estamos esperando por você! ⚡ #Techinsiders #Salesforce #Futureofwork #Technology &#39,,,,
57,globant,,2020-10-20,"Salesforce está revolucionando la industria de TI al ayudar a las empresas a crecer. Hay varios sectores que implementan Salesforce como banca, finanzas, comercio electrónico, y muchas más.En esta edición de Globant Tech Insiders: Salesforce, tendremos charlas con exponentes de Globant quienes nos hablarán sobre las grandes oportunidades que ofrece el mercado actual de Salesforce y las nuevas herramientas que nos entrega.¡No te lo pierdas!Regístrate aquí 👉 https://bit.ly/34jJ4vt #TechInsiders #Salesforce #Globant'",44,2,0,"#TechInsiders, #Salesforce, #Globant'",linkedin,,,,es,"A Salesforce está revolucionando o setor de TI, ajudando as empresas a crescer. Existem vários setores que implementam o Salesforce, como bancário, financeiro, e-commerce e muitos mais. Nesta edição do Globant Tech Insiders: Salesforce, teremos conversas com expoentes da Globant que falarão sobre as grandes oportunidades oferecidas pelo atual Salesforce mercado e as novas ferramentas fornecidas para nós. Não perca! Inscreva-se aqui 👉 https://bit.ly/34jJ4vt #TechInsiders #Salesforce #Globant &#39;",,,,
59,globant,,2020-10-20,"¡Participa de los #GlobantAwards edición #WomenThatBuild! 🙋\u200d♀️Este premio busca reconocer a mujeres que han hecho su carrera en tecnología, gestionan proyectos de innovación, y promueven la diversidad e inclusión. \U0001f929¡Postula a tu candidata ahora! 💥 https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild'",53,1,0,"#GlobantAwards, #WomenThatBuild!, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,branding,premiações,Women Employement,es,"Participe da edição #GlobantAwards #WomenThatBuild! 🙋 \ u200d♀️Este prêmio visa reconhecer mulheres que fizeram carreira em tecnologia, gerenciam projetos de inovação e promovem a diversidade e a inclusão. \ U0001f929 Indique seu candidato agora! 💥 https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild &#39;",,,,
60,globant,,2020-10-20,"Globant created Augmented Coding, a solution for businesses and developers that will enable them to take advantage of AI’s possibilities. Want to know what our tool is all about? Click here 👉 https://bit.ly/3jw304F#Followthecode #AugmentedCoding #SoftwareDevelopment #Converge2020 #GlobantConverge #AugmentedCollaboration #FutureOfCoding'",14,0,0,"#Followthecode, #AugmentedCoding, #SoftwareDevelopment, #Converge2020, #GlobantConverge, #AugmentedCollaboration, #FutureOfCoding'",linkedin,,,,en,"A Globant criou o Augmented Coding, uma solução para empresas e desenvolvedores que lhes permitirá tirar proveito das possibilidades da IA. Quer saber do que se trata a nossa ferramenta? Clique aqui 👉 https://bit.ly/3jw304F#Followthecode #AugmentedCoding #SoftwareDevelopment # Converge2020 #GlobantConverge #AugmentedCollaboration #FutureOfCoding &#39;",,,,
71,globant,,2020-10-20,¿Te interesa saber cómo reinventarte para hacer fit en la era digital? Este miércoles 7 de Octubre a las 13:30 (ART) vamos a estar con Ignacio Marseillan y Federico Carrera conversando sobre este tema y pensando juntos cómo podemos seguir reinventándonos. Link para inscribirse: https://rutadna.com/',7,0,0,,linkedin,,,,es,"Você está interessado em saber como se reinventar para se enquadrar na era digital? Nesta quarta-feira, 7 de outubro às 13h30 (ART) estaremos com Ignacio Marseillan e Federico Carrera conversando sobre este tema e pensando juntos como podemos continuar a nos reinventar. Link para se registrar: https://rutadna.com/ &#39;",,,,
80,globant,,2020-10-20,The use of AI-powered tools such as Augmented Coding by Globant will make your company go further and grow faster. Discover how here 👉 https://bit.ly/3nlcmCy#Followthecode #SoftwareDevelopment #Globant #AugmentedCollaboration #FutureOfCoding #AI',39,2,0,"#Followthecode, #SoftwareDevelopment, #Globant, #AugmentedCollaboration, #FutureOfCoding, #AI'",linkedin,,,,en,"O uso de ferramentas baseadas em IA, como a Codificação Aumentada da Globant, fará com que sua empresa vá mais longe e cresça mais rápido. Descubra como aqui 👉 https://bit.ly/3nlcmCy#Followthecode #SoftwareDevelopment #Globant #AugmentedCollaboration #FutureOfCoding #AI &#39;",,,,
81,globant,,2020-10-20,"¡Reconozcamos a mujeres líderes de la industria! ⭐️La categoría Game Changer busca premiar a una líder profesional, sin formación en un campo de STEM, que haya generado un impacto directo en la industria IT. 🏆👩\u200d💻¿Ya tienes a tu candidata? ¡Postúlala ahora! https://bit.ly/35Q8WBs#GlobantAwards #WomenAwards #WomenThatBuild'",32,2,0,"#GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,branding,premiações,Women Employement,es,"Vamos reconhecer os líderes da indústria! ⭐️A categoria Game Changer visa premiar um líder profissional, sem formação na área STEM, que tenha gerado impacto direto no setor de TI. 🏆👩 \ u200d💻Você já tem seu candidato? Aplique agora! https://bit.ly/35Q8WBs#GlobantAwards #WomenAwards #WomenThatBuild &#39;",,,,
82,globant,,2020-10-20,"Es hora de reconocer a las mujeres que marcan la diferencia. 🏆 Las que inspiran, lideran y crean cambios.Te invitamos a ser parte de la edición #GlobantAwards #WomenthatBuild, un premio que busca reconocer a las mujeres que han construido sus carreras en tecnología. Líderes que están constantemente innovando y motivando a las personas que los rodean, ¡aquellas cuyas historias merecen ser contadas!Haz click aquí y nomina a tu candidata ahora! ⭐ https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild'",23,2,940,"#GlobantAwards, #WomenthatBuild,, #GlobantAwards, #WomenAwards, #WomenThatBuild'",linkedin,branding,premiações,Empowering women,es,"É hora de reconhecer as mulheres que fazem a diferença. 🏆 Aquelas que inspiram, lideram e geram mudanças. Convidamos você a fazer parte da edição #GlobantAwards #WomenthatBuild, um prêmio que busca reconhecer mulheres que construíram suas carreiras em tecnologia. Líderes que estão constantemente inovando e motivando as pessoas ao seu redor, aquelas cujas histórias merecem ser contadas! Clique aqui e indique já o seu candidato! ⭐ https://bit.ly/3mvoOzi#GlobantAwards #WomenAwards #WomenThatBuild &#39;",,,,
85,globant,,2020-10-20,"Para seguir celebrando el #DiversityMonth, te invitamos a participar de un show exclusivo de la banda Raviolis. Únete a una tarde en la que podrás disfrutar de sus canciones y compartir un rato agradable con los que más quieres.💥 ¡Te esperamos mañana para que disfrutes del Show de los Raviolis!Regístrate 👉 https://bit.ly/3m6Ps0t'",22,0,0,"#DiversityMonth,",linkedin,,,,es,"Para continuar comemorando o #DiversityMonth, convidamos você a participar de um show exclusivo da banda Raviolis. Junte-se a uma tarde em que você poderá curtir suas músicas e passar momentos agradáveis com quem você mais ama.💥 Esperamos você amanhã para curtir o Raviolis Show! Cadastre-se 👉 https://bit.ly/3m6Ps0t &#39;",,,,
86,globant,,2020-10-20,"Te invitamos a participar del Webinar “Juegos y Educación: la experiencia de Globant”, en el marco del #ConcursoMásMat, que busca convocar a programadores a crear una app lúdica para mejorar las habilidades matemáticas de escolares en #Argentina. 🚀 ¡Inscribite ahora! https://bit.ly/2IxBPc5Fundación Bunge y Born Patricio Spallatti'",88,2,0,"#ConcursoMásMat,, #Argentina.",linkedin,,,,es,"Convidamos você a participar do Webinar &quot;Jogos e Educação: a experiência Globant&quot;, no âmbito do # ConcursoMásMat, que visa convidar os programadores a criar um aplicativo divertido para aprimorar as habilidades matemáticas de crianças em idade escolar na #Argentina. 🚀 Cadastre-se agora! https://bit.ly/2IxBPc5Bunge y Born Foundation Patricio Spallatti &#39;",,,,
87,globant,,2020-10-20,"Descubre algunas ideas de grandes mentes como Steve Wozniak, Tan Le, Brian Elliott and Michael Feathers, quienes estuvieron con nosotros en Converge+ mientras presentamos Augmented Coding, el futuro del desarrollo de software. 👉 https://bit.ly/3jcE9CL'",37,0,1396,,linkedin,técnico,webinar,Software Development,es,"Descubra algumas ideias de grandes mentes como Steve Wozniak, Tan Le, Brian Elliott e Michael Feathers, que estiveram conosco na Converge + quando introduzimos a Codificação Aumentada, o futuro do desenvolvimento de software. 👉 https://bit.ly/3jcE9CL &#39;",,,,
89,globant,,2020-10-20,"We believe in a culture of empowerment and belonging where everyone can develop to their full potential. Within our social, gender, ethnic, cultural or nationality differences we found our strength and uniqueness. Our diversity makes us stronger! #BeKind #DiversityMatters #CulturalDiversity'",139,2,1750,"#BeKind, #DiversityMatters, #CulturalDiversity'",linkedin,employer branding,post,Diversidade e inclusão,en,"Acreditamos em uma cultura de empoderamento e pertencimento, onde todos podem desenvolver todo o seu potencial. Dentro de nossas diferenças sociais, de gênero, étnicas, culturais ou de nacionalidade encontramos nossa força e singularidade. Nossa diversidade nos torna mais fortes! #BeKind #DiversityMatters #CulturalDiversity &#39;",,,,
