id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,tipo,modelo,assunto,language
57,hexacta,,2020-07-22,"After many years of working with #Agile and being a witness to its results, here our PM Mauro Matrichuk enumerates the main mistakes that usually come up when implementing this methodology. Take a look at some of the reasons why Agile fails within the software projects.#agile #agilemethodology'",12,0,0,"#Agile, #agile, #agilemethodology'",linkedin,negócios,artigo,Agile,en
58,hexacta,,2020-07-22,"Our QA & software testing services provide end-to-end solutions, assuring quality, reducing costs, and driving continuous improvement. Our services fulfill all your needs and verify that your software is secure, reliable and of high quality. #testing #services'",12,0,0,"#testing, #services'",linkedin,,,,en
59,hexacta,,2020-07-22,"""At Hexacta we are very happy to announce the relaunch of our Careers page!You don't know us yet?Enter here: careers.hexacta.com and see all our active positions, benefits, careers plans and much more!#jobs #careers #hexactaEn Hexacta estamos muy felices de anunciar el relanzamiento de nuestro sitio Careers!Todavía no nos conoces?Ingresa a: careers.hexacta.com y enterate de todas nuestras posiciones activas, beneficios, planes de carrera y mucho más!""",13,0,0,"#jobs, #careers, #hexactaEn",linkedin,employer branding,post,Abertura de Vagas,en
68,hexacta,,2020-07-22,Our in-depth technical expertise and agile approach combine to deliver end-to-end IT solutions and services. We help clients with strategic decision making and improvement of their daily operative processes and projects. Take a look! #softwareconsulting #services',8,0,0,"#softwareconsulting, #services'",linkedin,,,,en
143,hexacta,,2020-07-22,"To our clients and friends in the U.S., we wish you a Happy 4th of July!'",8,0,0,,linkedin,,,,en
14,dextra-technologies,,2020-07-22,We would like to share with you our recently revamped website. Come check us out at dextratech.com Let us know how we can help you. #SoftwareDevelopment #QA #DigitalTransformation #Nearshore',8,0,509,"#SoftwareDevelopment, #QA, #DigitalTransformation, #Nearshore'",linkedin,,,,en
31,dextra-technologies,,2020-07-22,These key attributes will push organizations towards their digital transformation and long-term goals: http://ow.ly/bq1z50AJxR5 #Agile #DigitalTransformation',4,0,0,"#Agile, #DigitalTransformation'",linkedin,negócios,artigo,Agile,en
33,dextra-technologies,,2020-07-22,"If you didn’t have a chance to catch our webinar Sourcing Better #Testing and #Development Solutions in a Post COVID-19 World a few weeks ago, you can watch it here: http://ow.ly/AqPA50ADrms #Nearshore'",3,0,0,"#Testing, #Development, #Nearshore'",linkedin,,,,en
36,dextra-technologies,,2020-07-22,In which verticals are most #IoT projects happening? Take a look at the hottest application areas this year: http://ow.ly/87uE50Ay6Pq',4,0,0,#IoT,linkedin,técnico,artigo,IOT,en
38,dextra-technologies,,2020-07-22,"You might not have to decide between Containers and Serverless. Understand the pros, cons and differences here: http://ow.ly/oVxe50ArZlc #cloud #transformation #aws'",3,0,0,"#cloud, #transformation, #aws'",linkedin,,,,en
40,dextra-technologies,,2020-07-22,Hybrid cloud and multi-cloud strategies are a force in enterprise technology. Dig into the numbers in this article: http://ow.ly/LvMH50AJvkW #cloud',8,0,0,#cloud',linkedin,,artigo,,en
50,dextra-technologies,,2020-07-22,The integration of IoT and #apps is a powerful combination responsible for amazing use cases in many industries. Here are 5 predictions that represent the real-world application of #IoT technology: http://ow.ly/PQXl50Ap5DO',5,0,0,"#apps, #IoT",linkedin,negócios,artigo,IOT,en
80,dextra-technologies,,2020-07-22,Commuting in the next 10 years is going to be a highly stimulating experience for passengers. Take a look at the future of the future of the #automotive industry: http://ow.ly/tpBa50AFAcD',4,0,0,#automotive,linkedin,,,,en
86,dextra-technologies,,2020-07-22,Wishing all our friends and partners in the US a happy and relaxing holiday weekend. Stay safe and have a #Happy4thofJuly',4,0,0,#Happy4thofJuly',linkedin,branding,post,Holiday,en
23,cinq-technologies,,2020-07-22,How business meets agility in such a fast world when change is the new status quo? Read the following article to understand the importance of connections between business and #agile principles: https://lnkd.in/dDGS6ts#BeyondTechnology #BeyondAgile #AgileBusines',14,0,0,"#agile, #BeyondTechnology, #BeyondAgile, #AgileBusines'",linkedin,técnico,artigo,Agile,en
38,cinq-technologies,,2020-07-22,"last Tuesday we had such an amazing discussion about #DevOps culture, with Marcelo Wzorek, Edson Yanaga - from Red Hat, and Rajan Rao - from SITA. Just in case you missed the live event, you can catch everything up on YouTube: https://lnkd.in/d39EECW#beyondTechnology'",13,1,0,"#DevOps, #beyondTechnology'",linkedin,,,,en
40,cinq-technologies,,2020-07-22,"Companies need to take assertive actions, there is no time to make mistakes. You should make informed decisions and have powerful processes based on #dataanalysis. Read about how #data initiatives do not need to be complicated or time-consuming, so you can generate relevant information from your data: https://lnkd.in/d2nr6e8#beyondTechnology #beyondData #DataAgility'",16,1,0,"#dataanalysis., #data, #beyondTechnology, #beyondData, #DataAgility'",linkedin,,,,en
42,cinq-technologies,,2020-07-22,"""Hey there, don't forget to subscribe to our webinar next week!Edson Yanaga - from Red Hat, Marcelo Wzorek - from CINQ, and Rajan Rao - from SITA, will discuss DevOps as a cultural shift and the challenges and benefits of its adaptation. Register right now: https://lnkd.in/d_rmkDQ#DevOps #BeyondTechnology""",4,0,0,"#DevOps, #BeyondTechnology""",linkedin,,,,en
50,cinq-technologies,,2020-07-22,"A #digital product is normally considered an active and a part of the business strategy of an organization, but it should be nourished and well-maintained, such as a living being.Discovery the right #strategy to grow and boost your digital products: https://lnkd.in/dDxW4kJ#beyondtechnology #Gowth'",16,0,0,"#digital, #strategy, #beyondtechnology, #Gowth'",linkedin,,,,en
52,cinq-technologies,,2020-07-22,"Being a part of Dextra - our company in Brazil - increased our client portfolio, giving us more experience and knowledge in a variety of segments. Discover our project case with Travelex to consolidate their #digital operations in Brazil: https://lnkd.in/dQuiTTX#beyondtechnology'",18,0,0,"#digital, #beyondtechnology'",linkedin,,,,en
53,cinq-technologies,,2020-07-22,"It is tomorrow!At 11 am EDT (12:00 pm Brazilian time) we are going to discuss the importance of #DevOps, its challenges, and its benefits. Will be joining the event: Edson Yanaga- from Red Hat, Marcelo Wzorek - from CINQ, and Rajan Rao - from SITA. Register now: https://lnkd.in/d_rmkDQ #BeyondTechnology'",2,1,0,"#DevOps,, #BeyondTechnology'",linkedin,,,,en
54,cinq-technologies,,2020-07-22,"Super Apps is an increasingly popular model in the Orient that is starting to become more common in the Occident. It bets on multiple service offerings in the same application, reducing the number of installations made by users on their devices and increasing de user experience. Read about it: https://lnkd.in/dY-R6w9#beyondTechnology #superapps'",14,1,0,"#beyondTechnology, #superapps'",linkedin,,,,en
57,cinq-technologies,,2020-07-22,"Do you know how to collect, process, and take advantage of the #data naturally generated by your business?Using the power of data gives businesses the advantage in a competitive world. In the following article, we explain how to turn your data into a valuable asset with the benefit of #agile and prioritized business decisions: https://lnkd.in/ddD5geB#beyondTechnology #beyondData'",22,0,0,"#data, #agile, #beyondTechnology, #beyondData'",linkedin,,artigo,,en
87,cinq-technologies,,2020-07-22,"We are facing times of uncertainty however, to pass through this moment it is important to analyze the scenarios and be prepared for the possibilities we can have after that. Download our free #ebook to check out some essential behavior trends to understand this moment and the chances of a world we might have after this crisis: https://lnkd.in/dhkabZa#BeyondTechnology'",16,0,0,"#ebook, #BeyondTechnology'",linkedin,,,,en
114,globant,,2020-06-22,"Education for the future starts now!At Globant we believe that we can all make a difference, and we invited Globers to help the community in a remote and digital way.Check out our educational programs!https://bit.ly/2yrAzmo#TakingCare #BeKind'",51,0,0,"#TakingCare, #BeKind'",linkedin,,,,en
119,globant,,2020-06-22,"Read this article from Dariyus Setna, Executive Vice President & Regional Managing Director, and understand how Globant helps clients navigate this tsunami of Digital and Cognitive revolution and enables them to be a more Augmented Organization: https://bit.ly/2YNB2JY#AugmentedCollaboration #FutureOfWork #Collaboration'",46,0,0,"#AugmentedCollaboration, #FutureOfWork, #Collaboration'",linkedin,negócios,artigo,Augmented Collaboration ,en
150,globant,,2020-06-22,"Thanks to all the participants and speakers of #GlobantConverge 2020! 💡 Guy Kawasaki, James Taylor, Pascal Finette, Madeline Di Nonno, Marina Saint-Lary, Christian Tomasofsky, Haldo Spontón, Guibert Englebienne and Martin Migoya. We’ve enjoyed a great journey talking about the future of innovation and technology.Relive all the chats here 👉 https://bit.ly/2BzHefn#GlobantConverge #AugmentedCollaboration #Collaboration #Converge'",67,2,1967,"#GlobantConverge, #GlobantConverge, #AugmentedCollaboration, #Collaboration, #Converge'",linkedin,,,,en
151,globant,,2020-06-22,"Enrique Dans, profesor en IE Business School y autor de ""Viviendo en el futuro"", los invita a participar de CONVERGE 2020 donde estará hablando de ""Darwinismo digital en el entorno post-pandemia"" Regístrate aquí: https://bit.ly/2Y8qkNN#GlobantConverge #AugmentedCollaboration #StayRelevant'",17,0,1397,"#GlobantConverge, #AugmentedCollaboration, #StayRelevant'",linkedin,,,,es
152,globant,,2020-06-22,"James Taylor, Award-winning Entrepreneur and Founder of C. SCHOOL, will be the host at #GlobantConverge 2020! 💡 Come and learn how to re-think next-generation industries, new forms of collaboration and work, and how to connect in this new reality. Register now! 👉 https://bit.ly/2MP3wfF#AugmentedCollaboration'",31,0,1671,"#GlobantConverge, #AugmentedCollaboration'",linkedin,,,,en
153,globant,,2020-06-22,"Las organizaciones del futuro están desafiando la realidad actual y adaptándose evolucionar su negocio.Participa de #GlobantConverge 2020, una trilogía de eventos online que te permitirá repensar formas innovadoras de colaboración para el nuevo futuro. Regístrate y forma parte de esta experiencia única 👉 https://bit.ly/2XVRl5L¡Te esperamos!#AugmentedCollaboration #Innovación #Converge'",134,0,3853,"#GlobantConverge, #AugmentedCollaboration, #Innovación, #Converge'",linkedin,,,,es
155,globant,,2020-06-22,¡Gracias por sumarte a la primera edición de CONVERGE 2020!Pasamos una jornada genial hablando sobre el futuro de la innovación y la tecnología.¡Nos reencontramos este 25 de junio en nuestra versión en inglés! 👉 https://bit.ly/2USmkij#AugmentedCollaboration #GlobantConverge',86,1,2136,"#AugmentedCollaboration, #GlobantConverge'",linkedin,negócios,evento próprio,Augmented Collaboration ,es
156,globant,,2020-06-22,¡Comienza CONVERGE 2020! 💡 Conoce cómo las industrias y las organizaciones están CONVERGIENDO hacia formas de colaboración aumentadas que permiten escalar y superar esta nueva realidad. ¡Súmate al evento en #VIVO ahora! 👉 https://bit.ly/2XVRl5L#GlobantConverge #AugmentedCollaboration',51,0,2254,"#VIVO, #GlobantConverge, #AugmentedCollaboration'",linkedin,,,,es
157,globant,,2020-06-22,"Nano Kigel, Chief Learning Officer de Acámica, estará presente mañana en CONVERGE 2020 hablando sobre “Futuro de la educación: aprendizajes y tendencias”. Regístrate aquí 👉 https://bit.ly/30QUR4l#GlobantConverge #AugmentedCollaboration #FutureOfWork'",13,0,831,"#GlobantConverge, #AugmentedCollaboration, #FutureOfWork'",linkedin,,,,es
243,globant,,2020-06-22,"Estamos viviendo un momento de transición tecnológico único, donde todas las personas utilizan la tecnología sin importar la edad. En este artículo, Adriana Sclar, Cultural Hacking Manager en Globant, nos da tres claves para cerrar la brecha tecnológica generacional: https://bit.ly/2LT4xTq#CulturalHacking #Agile #StayRelevant'",41,0,0,"#CulturalHacking, #Agile, #StayRelevant'",linkedin,,,,es
247,globant,,2020-06-22,"""Creo que la pandemia trae como resultado una contracción del tiempo, donde el cambio que hubiera demandado cinco años, se produce en uno."" Diego Tartara, nuestro Chief Technology Officer, habló con RED/ACCIÓN sobre el ""fast forward al futuro"" que estamos atravesando. 👉 https://bit.ly/2zvkEDY#GlobantInTheNews #FutureOFWork #BusinessHacking #StayRelevant'",118,2,0,"#GlobantInTheNews, #FutureOFWork, #BusinessHacking, #StayRelevant'",linkedin,,,,es
252,globant,,2020-06-22,"Have you thought about the changes that technology would let us for the new normal post-Covid? 🤔 Read the comments from Swapnil Padhye and Avijeet Dutta, Tech Directors, on some of those changes: https://bit.ly/2MnLAIH#StayRelevant #NewNormal #Mobile #Tech'",30,0,0,"#StayRelevant, #NewNormal, #Mobile, #Tech'",linkedin,,,,en
256,globant,,2020-06-22,"Companies often conflate innovation with continuous improvement, but this leads to setting confusing and sometimes conflicting goals. In this article, Basia Coulter and Sean Kennedy, from the Business Hacking Studio explain how they differ. Take a look! 👉 https://bit.ly/3eAbfdG#BusinessHacking #StayRelevant'",40,0,0,"#BusinessHacking, #StayRelevant'",linkedin,negócios,artigo,Innovation,en
259,globant,,2020-06-22,"The best #strategy for this post-pandemic situation will be to become a more lean organization that can move and evolve very fast, experiment with new ideas and technologies with low cost and high speed, and ultimately provide more value to clients. 💡In this article, Luis Felipe Miranda, Managing Director, shares how we are helping organizations to transform and build a strategic post-pandemic plan. https://bit.ly/37VaRnk#StayRelevant #Strategy #PostPandemic'",76,0,0,"#strategy, #StayRelevant, #Strategy, #PostPandemic'",linkedin,negócios,artigo,Post-Pandemic,en
260,globant,,2020-06-22,"""Initial successes around the move to remote work were related to technological infrastructure, the logistics of working outside of the office, and employees feeling empowered about increased flexibility in their work environment,"" said Guibert Englebienne, CTO and co-founder at Globant in an interview with TechRepublic. Globant\'s #AugmentedCollaboration report looks beyond this momentum and enthusiasm, to focus on how organizations can ensure their people are connecting and engaging from afar instead of in-person interactions. Read the full interview to learn how an Augmented Collaboration strategy can benefit your organization on TechRepublic 👉 https://tek.io/2zwFsLg'",24,0,0,#AugmentedCollaboration,linkedin,,,,en
268,globant,,2020-06-22,"Software developers are contributing to this crisis by creating tools to combat the virus and help people. 👏 Ivan Cebrecos Muñoz, Tech Manager at Globant explains to us how the creation of an API for mobile devices helps to reduce the spread of the virus. https://bit.ly/3eI7u5A'",66,0,0,,linkedin,,,,en
269,globant,,2020-06-22,"El papel de las oficinas en la actualidad, los inicios de Globant, y las verticales de negocio en relación a la pandemia, son algunas de las temáticas de las que habló Guibert Englebienne, nuestro Co-Founder y CTO en esta entrevista que le hizo Globant Ventures con preguntas enviadas por sus seguidores a través de las redes sociales: https://bit.ly/2yZv3Yp#Globant #TheGlobantWay #StayRelevant #Emprendedores #GuibertResponde'",45,0,0,"#Globant, #TheGlobantWay, #StayRelevant, #Emprendedores, #GuibertResponde'",linkedin,,,,es
270,globant,,2020-06-22,"In a new article on VentureBeat, Matias Rodriguez, Vice President of Technology Gaming Studio at Globant, shares his insights into how the gaming industry has transformed amid the pandemic. To learn more, read here: https://bit.ly/2zzPyuV#GlobantInTheNews #Gaming #Games #StayRelevant'",28,0,0,"#GlobantInTheNews, #Gaming, #Games, #StayRelevant'",linkedin,negócios,artigo,Post-Pandemic,en
271,globant,,2020-06-22,"Estudiantes y educadores de todo el mundo se ven ahora inmersos en un aprendizaje 100% a distancia. 📚 El aprendizaje virtual trae varios retos y beneficios para todos. Lee nuestro nuevo artículo donde Melissa Ferere, Consultant Manager de Globant, analiza este nuevo desafío que enfrenta la educación. https://bit.ly/3geix7Y'",41,0,0,,linkedin,,,,es
273,globant,,2020-06-22,"In order to succeed in this new world, leaders need to build ""augmented organizations”, using technology in every part of the value chain. Check out our latest article and learn all it takes to create one! 💼 https://bit.ly/2NdZOMA#AugmentedCollaboration #Collaboration #FutureOfWork'",90,1,0,"#AugmentedCollaboration, #Collaboration, #FutureOfWork'",linkedin,negócios,artigo,Augmented Collaboration ,en
274,globant,,2020-06-22,"If you are wondering how to improve your service delivery to clients during this time, let us share some steps that Globant took into this direction that may help you 👉 https://bit.ly/3cjo3mG#StayRelevant #Agile #WFH'",33,1,0,"#StayRelevant, #Agile, #WFH'",linkedin,branding,artigo,Pandemia,en
277,globant,,2020-06-22,"Si te perdiste la #GlobHack, el evento que reunió a más de 500 desarrolladores de Latinoamérica para volver realidad sus ideas sociales, te invitamos a conocer un poco más sobre la experiencia y descubrir cuál fue la idea ganadora 👉 https://bit.ly/3gUQoDl#GlobantInTheNews'",43,0,0,"#GlobHack,, #GlobantInTheNews'",linkedin,,,,es
280,globant,,2020-06-22,"""For smaller organizations, leaders sometimes believe they have a pulse on employee engagement without needing to rely on additional data and analytics. That's a mistake, particularly in a time of rapid change like now. Read the full interview with Globant's CTO and Co-founder, Guibert Englebienne, exploring how Organizational Network Analysis helps foster workplace connections and increases employee engagement on CMSWire 👉 https://bit.ly/37iFKC7#GlobantInTheNews #StayRelevant #FutureOfWork""",44,0,0,"#GlobantInTheNews, #StayRelevant, #FutureOfWork""",linkedin,,,,en
281,globant,,2020-06-22,"We are living a unique transitional technology moment, where everybody uses technology on a daily basis no matter their age. Adriana Sclar, our Cultural Hacking Manager gives us three keys to bridge the generational technology gap.👉 https://bit.ly/3bXeCJm #StayRelevant #GenerationalGap #Leadership #CulturalHacking #Education'",42,2,0,"#StayRelevant, #GenerationalGap, #Leadership, #CulturalHacking, #Education'",linkedin,,,,en
285,globant,,2020-06-22,"What does your brand have to contribute? Read our new article, where Tiago Archela, Digital Marketing Specialist, gives some recommendations for improving your engagement strategy during this new normal. 👉 https://bit.ly/2M4WP8U#DigitalMarketing #StayRelevant #ContentStrategy #NewNormal #Marketing #Conetnt'",23,0,0,"#DigitalMarketing, #StayRelevant, #ContentStrategy, #NewNormal, #Marketing, #Conetnt'",linkedin,negócios,artigo,Digital Marketing,en
287,globant,,2020-06-22,"Learning has changed since the COVID-19 pandemic. Distance learning has brought many benefits and challenges to students and teachers alike. Read our article where Melissa Ferere, our consultant manager, studies this new educational challenge. 👉 https://bit.ly/2WVLGxc#StayRelevant #Education #DistanceLearning'",30,1,0,"#StayRelevant, #Education, #DistanceLearning'",linkedin,negócios,artigo,Post-Pandemic,en
289,globant,,2020-06-22,"""Remote onboarding and remote collaboration are huge challenges today. At Globant we leverage #AI and language models to guide our staff, help foster our company's culture and boost our performance. Read more about from Haldo Spontón, VP of Technology & Head of AI Development👉 https://bit.ly/3cQkbd6""",29,0,0,#AI,linkedin,,,,en
290,globant,,2020-06-22,"Payroll can be a major source of employee stress as many people tie to their pay to their perceived worth. ""Even when a small issue happens, it\'s often tied to a much deeper meaning within an employee,"" said Sanja Licina, Ph.D., Future of Organizations Lead at Globant and StarMeUp OS. Read her full interview with SHRM to learn how employers can prioritize the human side of payroll and reduce employee stress 👉 https://bit.ly/2AQeWNz#GlobantInTheNews #StayRelevant'",25,1,0,"#GlobantInTheNews, #StayRelevant'",linkedin,,,,en
295,globant,,2020-06-22,"In an interview with TechTarget, Sebastian Arriada Tech Director of the Cybersecurity Studio at Globant, shares advice for devising a big data security approach. He offers a four pronged approach that recommends the following tools: Data discovery tools, masking tools, encryption tools and leakage detection tools. Read his full insights into these tools here 👉 https://bit.ly/3eD3G5t#GlobantInTheNews #Cybersecurity #data #datadiscovery #maskingtools #encryption'",20,0,0,"#GlobantInTheNews, #Cybersecurity, #data, #datadiscovery, #maskingtools, #encryption'",linkedin,,,,en
309,globant,,2020-06-22,"Desde los filósofos estoicos hasta Wendy Rhoades, la performance coach de #Billions, todos nos hablan del rol de las emociones en nuestras decisiones. 🎭 No te pierdas el webinar “Diseño de carrera y agilidad emocional” con Gabriela Terminielli y moderado por Patricia Pomies, Chief Delivery Officer de Globant y Mercedes MacPherson, Chief Talent and Diversity Officer de Globant. 👉 https://bit.ly/3eLDDJT'",35,2,0,"#Billions,",linkedin,,,,es
313,globant,,2020-06-22,"Juan José López Murphy, AI & Big Data Tech Director Lead at Globant, shares tips to help data scientists respond to tricky interview questions. He says, ""State your understanding of the problem, state the rationale of the kind of answer you seek, then the first steps you would take to solve it and how you would measure or understand what\'s working and what\'s not working and how that informs your next steps."" Read more of his tips in his interview with TechTarget 👉 https://bit.ly/2X4a8MS#GlobantInTheNews #DataScientist #InterviewTips #StayRelevant'",64,0,0,"#GlobantInTheNews, #DataScientist, #InterviewTips, #StayRelevant'",linkedin,,,,en
339,globant,,2020-06-22,"Learn from Martin Migoya, our Co-Founder and CEO, how #AugmentedCollaboration can increase productivity and make teams more efficient, boost motivation and improve collaboration.'",79,0,0,#AugmentedCollaboration,linkedin,,,,en
369,globant,,2020-06-22,"Throughout this month we celebrate our differences, the diversity that makes us stronger. Read the #CoverStory June edition where Alexa Altez Prieto, Lucas Rolón, Camren Daly, Alejandra Restrepo, Jorge Alexander Frías F and Daniel Aragon give us different perspectives to reflect on #PrideMonth! 🏳️\u200d🌈👉 https://bit.ly/3dFlufz #ProudGlober #BeYourself #Bekind'",143,2,0,"#CoverStory, #PrideMonth!, #ProudGlober, #BeYourself, #Bekind'",linkedin,,,,en
370,globant,,2020-06-22,"Our latest survey of 900 US senior managers finds that almost half of respondents have decreased their work output while working from home. 💻 Three tips to stay productive during this unprecedented time are: focus, visualize, and balance. ✔️Find more relevant data here: https://bit.ly/3dRRxK7#AugmentedCollaboration #StayRelevant #Augmented #Productivity'",51,0,0,"#AugmentedCollaboration, #StayRelevant, #Augmented, #Productivity'",linkedin,,,,en
372,globant,,2020-06-22,"""El jefe controlador estropea la productividad. No poseen la capacidad de generar un vínculo emocional con sus empleados."" Enrique Dans, Profesor en IE Business School y Autor de ""Viviendo en el futuro"", habló sobre ""Darwinismo digital en el entorno post-pandemia"" en #GlobantConverge 2020.Revive su presentación aquí 👉bit.ly/2YNgFMX#AugmentedCollaboration #Collaboration #FutureOfWork'",82,1,0,"#GlobantConverge, #AugmentedCollaboration, #Collaboration, #FutureOfWork'",linkedin,,,,es
373,globant,,2020-06-22,"In the new normal, it is important to reinvent an enriching digital work environment. Read our full report and discover how True Augmented Collaboration can set your company up for the unknown. https://bit.ly/36mxTTx#AugmentedCollaboration #StayRelevant'",25,0,0,"#AugmentedCollaboration, #StayRelevant'",linkedin,,,,en
374,globant,,2020-06-22,"""For the first time in human history, people and communities have the same innovation power as large corporations and even nations."" Pascal Finette, Co-Founder at be radical and Singularity University´s Chair for Entrepreneurship & Open Innovation, talked about how to navigate an uncertain present and how to build a better future through education at the first edition of CONVERGE 2020. Relive his presentation! 👉 https://bit.ly/2YAJufg#GlobantConverge #AugentedCollaboration #Education #FutureOfWork #SingularityUniversity'",31,0,0,"#GlobantConverge, #AugentedCollaboration, #Education, #FutureOfWork, #SingularityUniversity'",linkedin,,,,en
375,globant,,2020-06-22,Martin Migoya will speak at CONVERGE 2020! Industry leaders will discuss the current crisis and the role technology plays in helping us get through the situation and position for future growth.Register now! 👉 https://bit.ly/3dt5SeW#GlobantConverge #AugmentedCollaboration',76,1,0,"#GlobantConverge, #AugmentedCollaboration'",linkedin,,,,en
376,globant,,2020-06-22,"""Don't miss Guy Kawasaki's conference at CONVERGE 2020! 💡 Technology experts and business leaders will share their vision of how organizations are transforming themselves, promoting innovation and increasing productivity.Register now! 👉 https://bit.ly/2MP3wfF#GlobantConverge #AugmentedCollaboration""",47,0,0,"#GlobantConverge, #AugmentedCollaboration""",linkedin,,,,en
377,globant,,2020-06-22,"We are thrilled to announce that Santiago San Martin, country manager at Globant Mexico, was selected by Expansion magazine to be part of the 41+1 ranking of LGBT🏳️\u200d🌈 executives in the country. Discover more about his story (Spanish 🇪🇸) 👉 https://bit.ly/3g3FPg9Congratulations Santi!#ProudGlober #BeYourself #Bekind'",130,1,0,"#ProudGlober, #BeYourself, #Bekind'",linkedin,,,,en
378,globant,,2020-06-22,"""Organizations of the future are challenging today's reality and adapting fast! 💡 Participate in CONVERGE 2020, and learn more about the future of innovation and technology. Register now! 👉 https://bit.ly/2MP3wfF#AugmentedCollaboration #GlobantConverge""",54,2,0,"#AugmentedCollaboration, #GlobantConverge""",linkedin,,,,en
379,globant,,2020-06-22,"At Globant, we believe that unlimited voices bring unlimited power. Everyday, and even more during this month, we are promoting respect and empathy for diverse points of views, beliefs and passions. Diversity makes us stronger and unique. Learn more about #pridemonth🏳️\u200d🌈 at Globant 👉 https://bit.ly/2YvEAAh#ProudGlober #BeYourself #Bekind'",219,1,0,"#pridemonth🏳️\u200d🌈, #ProudGlober, #BeYourself, #Bekind'",linkedin,,,,en
380,globant,,2020-06-22,"How to remove the frictions of the new world dynamics? These steps will help organizations replicate lost interactions to scale up culture, promote innovation and increase productivity. Let us help you unlock the true potential of your teams with Augmented Collaboration: https://bit.ly/2MABm7H#AugmentedCollaboration #Collaboration #FutureOfWork'",53,0,0,"#AugmentedCollaboration, #Collaboration, #FutureOfWork'",linkedin,,,,en
381,globant,,2020-06-22,"Martin Migoya, CEO & Co-fundador de Globant, fue uno de nuestros speakers en la primera edición de CONVERGE 2020 y estuvo hablando sobre “Tres claves para aumentar la colaboración en la era post pandemia”¡Revive la jornada completa aquí! 👉 https://bit.ly/2YgzNmb¡El 25 de junio no te pierdas nuestra versión en inglés! Regístrate https://bit.ly/2AUBjkZ#AugmentedCollaboration #GlobantConverge'",132,0,0,"#AugmentedCollaboration, #GlobantConverge'",linkedin,,,,es
382,globant,,2020-06-22,"Ahora, es el momento de construir una organización aumentada, una que utilice tecnología, y en particular inteligencia artificial, a funciones y procesos, para ser más ágiles, eficientes e innovadores. Ingresa y aprende más sobre #AugmentedCollaboration 👉 https://bit.ly/30YQdBg'",38,0,0,#AugmentedCollaboration,linkedin,,,,es
383,globant,,2020-06-22,"¡Falta muy poco para vivir una experiencia diferente! 💡 Estamos a unas horas de iniciar CONVERGE 2020, el evento virtual donde expertos en tecnología compartirán su visión de cómo las organizaciones están promoviendo la innovación y aumentando su productividad.¡Todavía puedes registrarte! 👉 https://bit.ly/2XVRl5L#GlobantConverge #AugmentedCollaboration'",52,0,0,"#GlobantConverge, #AugmentedCollaboration'",linkedin,,,,es
384,globant,,2020-06-22,"Join CONVERGE 2020! 💡 Come learn how to re-think next-generation industries, new forms of collaboration and work, and how to connect users in this new reality.Register now!Spanish version 👉 https://bit.ly/2XVRl5LEnglish version 👉 https://bit.ly/2MP3wfF#GlobantConverge #AugmentedCollaboration'",38,0,0,"#GlobantConverge, #AugmentedCollaboration'",linkedin,,,,en
385,globant,,2020-06-22,"Technology experts, entrepreneurs, and business leaders will share their vision of how organizations are transforming themselves, promoting innovation and increasing productivity. 💡 Register now to CONVERGE 2020!Spanish version 👉 https://bit.ly/2XVRl5LEnglish version 👉 https://bit.ly/2MP3wfF#GlobantConverge #AugmentedCollaboration'",72,0,0,"#GlobantConverge, #AugmentedCollaboration'",linkedin,,,,en
386,globant,,2020-06-22,Data shows that organizations need better collaboration dynamics. Managers and employees understand the need for a strong culture and the role that A.I. can play in the new work dynamics.Download our latest report and understand how companies can support employees’ productivity during this extensive lockdown 👉 https://bit.ly/3dRRxK7#AugmentedCollaboration #StayRelevant #Productivity #Collaboration #AI #FutureOfWork',110,0,0,"#AugmentedCollaboration, #StayRelevant, #Productivity, #Collaboration, #AI, #FutureOfWork'",linkedin,,,,en
387,globant,,2020-06-22,"“If your company is unique and valuable, you will have an augmented company."" Guy Kawasaki, Chief Evangelist at Canva, who also worked with Steve Jobs in the Macintosh project, talked about “The Art of Augmented” at the first edition of CONVERGE 2020. Relive Guy\'s talk here 👉 https://bit.ly/31m4NmUDon\'t miss Guy’s Podcast, 🎧 a collection of interviews with remarkable people: https://bit.ly/2VlIJou#AugmentedCollaboration #GlobantConverge'",117,0,0,"#AugmentedCollaboration, #GlobantConverge'",linkedin,,,,en
388,globant,,2020-06-22,Acompañanos este jueves 11 de Junio y conoce un caso de exito de Keralty. Regístrate 👉https://bit.ly/2Xrxjkz #Webinar #GlobantWebinar #BusinessContinuity',31,0,0,"#Webinar, #GlobantWebinar, #BusinessContinuity'",linkedin,,,,es
389,globant,,2020-06-22,Remote teams can be as effective as those working next to each other. But the key lies in removing the friction that distance creates by going beyond remote communication to real collaboration. You need to apply technology to bring remote work to the next level and empower teams for the new work reality. Learn how 👉https://bit.ly/3dE06Ig #AugmentedCollaboration #StayRelevant #Collaboration',115,0,0,"#AugmentedCollaboration, #StayRelevant, #Collaboration'",linkedin,,,,en
