id,company,post_title,post_date,post_text,post_text_pt,post_likes,post_comments,post_hashtags,assunto,modelo,tipo
71,softexnacional,,2020-07-22,"Lançamento do Ela Empoder@ dia 27/7 às 17hNa próxima segunda-feira a Softex terá a alegria de lançar o programa Ela Empoder@, uma iniciativa voltada para o empreendedorismo feminino no Estado do Rio de Janeiro.No evento, além de apresentarmos o Programa, debateremos as Novas Narrativas da Mulher Empreendedora, com:Lindalia Sofia Junqueira Reis , CEO da Íons InnovationLuana Clara, Sócia da Guru da ComunicaçãoMaíra Pimentel, Co-Founder da TamboroE aí? Vamos junt@s? Para se inscrever, basta clicar:https://lnkd.in/djzSuAe'","Lançamento do Ela Empoder@ dia 27/7 às 17hNa próxima segunda-feira a Softex terá a alegria de lançar o programa Ela Empoder@, uma iniciativa voltada para o empreendedorismo feminino no Estado do Rio de Janeiro.No evento, além de apresentarmos o Programa, debateremos as Novas Narrativas da Mulher Empreendedora, com:Lindalia Sofia Junqueira Reis , CEO da Íons InnovationLuana Clara, Sócia da Guru da ComunicaçãoMaíra Pimentel, Co-Founder da TamboroE aí? Vamos junt@s? Para se inscrever, basta clicar:https://lnkd.in/djzSuAe'",15,0,,Variados,,
72,softexnacional,,2020-07-22,"SAVE THE DATE!•Vem aí o Ela Empoder@, um programa voltado para o Empreendedorismo Feminino no Estado do Rio de Janeiro!•Acompanhe nossas redes, em breve mais informações!'","SAVE THE DATE!•Vem aí o Ela Empoder@, um programa voltado para o Empreendedorismo Feminino no Estado do Rio de Janeiro!•Acompanhe nossas redes, em breve mais informações!'",13,0,,Variados,,
73,softexnacional,,2020-07-22,"Está no ar o Resultado Preliminar do Edital de Startups, Grupos de Pesquisa e Empresas de TI do Programa IA2 MCTI. O prazo para interposição de Recursos encerra no dia 31 de Julho. O Resultado Final será divulgado até o dia 12 de Agosto.Acesse: softex.br/iamcti'","Está no ar o Resultado Preliminar do Edital de Startups, Grupos de Pesquisa e Empresas de TI do Programa IA2 MCTI. O prazo para interposição de Recursos encerra no dia 31 de Julho. O Resultado Final será divulgado até o dia 12 de Agosto.Acesse: softex.br/iamcti'",26,1,,Variados,,
74,softexnacional,,2020-07-22,"#VenhaLer 5 Destaques para uma Aceleração de Impacto, por Rayanny Nunes da Softex. https://lnkd.in/ddcwqTa.Rayanny Nunes.#aceleração #startups #novosnegócios #inovação'","#VenhaLer 5 Destaques para uma Aceleração de Impacto, por Rayanny Nunes da Softex. https://lnkd.in/ddcwqTa.Rayanny Nunes.#aceleração #startups #novosnegócios #inovação'",14,0,"#VenhaLer, #aceleração, #startups, #novosnegócios, #inovação'",Variados,,
76,softexnacional,,2020-07-22,"HandsOn: Programas de Aceleração para ideias e startups em todos os estágios..Atuamos em todos os estágios de desenvolvimento do seu negócio, desde a ideia até a internacionalização..Acesse e confira mais detalhes: http://handson.softex.br/'","HandsOn: Programas de Aceleração para ideias e startups em todos os estágios..Atuamos em todos os estágios de desenvolvimento do seu negócio, desde a ideia até a internacionalização..Acesse e confira mais detalhes: http://handson.softex.br/'",19,1,,Variados,,
77,softexnacional,,2020-07-22,"Estão abertas as inscrições do programa Ela Empoder@, uma iniciativa da Softex, com apoio do agente regional Riosoft Sistemas, voltada para o empreendedorismo feminino no estado do RJ..www.elaempodera.softex.br.Podem se inscrever equipes empreendedoras de todo o estado do Rio de Janeiro que possuam mulheres como fundadoras ou co-fundadoras..ElaEm PoderEmpodera.#elaempodera #mulheresnati #empreendedorismo #empreendedorismofeminino #rj #riodejaneiro #mulher #empreendedora #grlpwr #inovação #startup'","Estão abertas as inscrições do programa Ela Empoder@, uma iniciativa da Softex, com apoio do agente regional Riosoft Sistemas, voltada para o empreendedorismo feminino no estado do RJ..www.elaempodera.softex.br.Podem se inscrever equipes empreendedoras de todo o estado do Rio de Janeiro que possuam mulheres como fundadoras ou co-fundadoras..ElaEm PoderEmpodera.#elaempodera #mulheresnati #empreendedorismo #empreendedorismofeminino #rj #riodejaneiro #mulher #empreendedora #grlpwr #inovação #startup'",11,0,"#elaempodera, #mulheresnati, #empreendedorismo, #empreendedorismofeminino, #rj, #riodejaneiro, #mulher, #empreendedora, #grlpwr, #inovação, #startup'",Variados,,
78,softexnacional,,2020-07-22,#EstamosContratando https://softex.br/vagas.Venha atuar no Programa IA MCTI em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação..Vaga: ANALISTA DE INOVAÇÃO JÚNIOR (PJ).Inscreva-se ou indique: https://softex.br/vagas/',#EstamosContratando https://softex.br/vagas.Venha atuar no Programa IA MCTI em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação..Vaga: ANALISTA DE INOVAÇÃO JÚNIOR (PJ).Inscreva-se ou indique: https://softex.br/vagas/',29,0,#EstamosContratando,Variados,,
79,softexnacional,,2020-07-22,Lançamos mais uma edição da nossa #RevistaSoftex. https://lnkd.in/d2DGW5u.O futuro da inovação e da economia circular e as oportunidades em tempos de crise são alguns dos temas que você acompanha nesta nova publicação. .Acesse e confira: https://lnkd.in/d2DGW5u.#PocketMagazineSoftex',Lançamos mais uma edição da nossa #RevistaSoftex. https://lnkd.in/d2DGW5u.O futuro da inovação e da economia circular e as oportunidades em tempos de crise são alguns dos temas que você acompanha nesta nova publicação. .Acesse e confira: https://lnkd.in/d2DGW5u.#PocketMagazineSoftex',29,1,"#RevistaSoftex., #PocketMagazineSoftex'",Variados,,
80,softexnacional,,2020-07-22,"Você sabe como o MPS.BR pode te ajudar a fomentar negócios da sua empresa? .Venha conhecer! Participe do Webinar Programa MPS.BR e Oportunidade de Negócios com Caio Costa, Vinicius Mello e Edenilson Burity..15 de Julho | 17h30 Inscreva-se: https://lnkd.in/daZ6kFz'","Você sabe como o MPS.BR pode te ajudar a fomentar negócios da sua empresa? .Venha conhecer! Participe do Webinar Programa MPS.BR e Oportunidade de Negócios com Caio Costa, Vinicius Mello e Edenilson Burity..15 de Julho | 17h30 Inscreva-se: https://lnkd.in/daZ6kFz'",12,0,,Variados,,
81,softexnacional,,2020-07-22,"#VenhaLer O Alcance dos Processos de Negócio em uma Organização, por Ana Oliveira da Softex. https://lnkd.in/dt7WW-X.#processos #dados #qualidade'","#VenhaLer O Alcance dos Processos de Negócio em uma Organização, por Ana Oliveira da Softex. https://lnkd.in/dt7WW-X.#processos #dados #qualidade'",22,0,"#VenhaLer, #processos, #dados, #qualidade'",Variados,,
82,softexnacional,,2020-07-22,"Publicamos a lista de Startups, Grupos de Pesquisa e Empresas de TI qualificadas para avaliação no Programa IA MCTI!•Foram mais de 700 inscrições vindas de 24 estados brasileiros. Os projetos agora passarão pela banca de avaliação, na qual 100 projetos serão selecionados para a 1ª etapa do programa.•Acesse o site e confira!softex.br/iamcti'","Publicamos a lista de Startups, Grupos de Pesquisa e Empresas de TI qualificadas para avaliação no Programa IA MCTI!•Foram mais de 700 inscrições vindas de 24 estados brasileiros. Os projetos agora passarão pela banca de avaliação, na qual 100 projetos serão selecionados para a 1ª etapa do programa.•Acesse o site e confira!softex.br/iamcti'",17,0,,Variados,,
83,softexnacional,,2020-07-22,"Mais uma entrevista no #PodcastSoftex.Dessa vez o convidado é Leandro Santos, Gerente Geral e Vice-Presidente de Operações da Flex Brasil. .No bate-papo mediado pela Karen Kornilovicz, Leandro analisa o futuro da inovação e da economia circular e comenta os projetos em desenvolvimento pela empresa..Ouça agora: https://lnkd.in/d35rsZf . #Inovação #EconomiaCircular #LeideInformática #Sustentabilidade .Nosso agradecimento especial a Flex, Linda de Oliveira e Marcos Bregantin.'","Mais uma entrevista no #PodcastSoftex.Dessa vez o convidado é Leandro Santos, Gerente Geral e Vice-Presidente de Operações da Flex Brasil. .No bate-papo mediado pela Karen Kornilovicz, Leandro analisa o futuro da inovação e da economia circular e comenta os projetos em desenvolvimento pela empresa..Ouça agora: https://lnkd.in/d35rsZf . #Inovação #EconomiaCircular #LeideInformática #Sustentabilidade .Nosso agradecimento especial a Flex, Linda de Oliveira e Marcos Bregantin.'",29,1,"#PodcastSoftex.Dessa, #Inovação, #EconomiaCircular, #LeideInformática, #Sustentabilidade",Variados,,
87,softexnacional,,2020-07-22,"Está no ar mais um episódio do #PodcastSoftex no Spotify..Nesse encontro, dois especialistas no setor de TICs quando o assunto é Inovação: Mariana Yazbeck, Gerente do FIEMG Lab e Diônes Lima, Vice-Presidente da Softex. E na mediação Karen Kornilovicz. .Em pauta, a inovação em tempos de crise e as estratégias e oportunidades de transformação..Escute agora: https://lnkd.in/dXqcigv.#InovaçãoComoInstrumentodeDesenvolvimentoSocial #ComportamentoEConexãoMundial #IndústriaBrasileiraForte #CiênciaTecnologiaEInvestimentoEmPesquisas.Diones Lima Mariana Yazbeck FIEMG Lab Karen Kornilovicz'","Está no ar mais um episódio do #PodcastSoftex no Spotify..Nesse encontro, dois especialistas no setor de TICs quando o assunto é Inovação: Mariana Yazbeck, Gerente do FIEMG Lab e Diônes Lima, Vice-Presidente da Softex. E na mediação Karen Kornilovicz. .Em pauta, a inovação em tempos de crise e as estratégias e oportunidades de transformação..Escute agora: https://lnkd.in/dXqcigv.#InovaçãoComoInstrumentodeDesenvolvimentoSocial #ComportamentoEConexãoMundial #IndústriaBrasileiraForte #CiênciaTecnologiaEInvestimentoEmPesquisas.Diones Lima Mariana Yazbeck FIEMG Lab Karen Kornilovicz'",27,6,"#PodcastSoftex, #InovaçãoComoInstrumentodeDesenvolvimentoSocial, #ComportamentoEConexãoMundial, #IndústriaBrasileiraForte, #CiênciaTecnologiaEInvestimentoEmPesquisas.Diones",Variados,,
29,softexnacional,,2020-06-22,"Está no ar a primeira edição da nossa #RevistaSoftex..Conteúdos inéditos sobre Tecnologia, Inovação e Negócios..E como estamos vivendo um dos eventos mais marcantes da nossa história, as páginas da nossa revista #01 levantam questões e apontam caminhos para o atual cenário e para o “pós-vírus”..Confira: www.softex.br/revista.Colaboradores desta edição: @rubendelgado, @bertamonteiro, @rayanny_nunes, @guiskafamorim, Vinicius Allan. Valeu pessoal 🙌.#PocketMagazine #RevistaSoftex'","Está no ar a primeira edição da nossa #RevistaSoftex..Conteúdos inéditos sobre Tecnologia, Inovação e Negócios..E como estamos vivendo um dos eventos mais marcantes da nossa história, as páginas da nossa revista #01 levantam questões e apontam caminhos para o atual cenário e para o “pós-vírus”..Confira: www.softex.br/revista.Colaboradores desta edição: @rubendelgado, @bertamonteiro, @rayanny_nunes, @guiskafamorim, Vinicius Allan. Valeu pessoal 🙌.#PocketMagazine #RevistaSoftex'",17,0,"#RevistaSoftex..Conteúdos, #01, #PocketMagazine, #RevistaSoftex'",Variados,,
46,softexnacional,,2020-06-22,"#VenhaLer É sobre Pessoas: O recurso humano nunca foi tão decisivo para o sucesso dos negócios, por Beta Monteiro da Softex. https://lnkd.in/d979wzJ.BETA MONTEIRO.#RHÁgil'","#VenhaLer É sobre Pessoas: O recurso humano nunca foi tão decisivo para o sucesso dos negócios, por Beta Monteiro da Softex. https://lnkd.in/d979wzJ.BETA MONTEIRO.#RHÁgil'",12,0,"#VenhaLer, #RHÁgil'",Variados,,
47,softexnacional,,2020-06-22,"#VenhaLer Big Data: Valor dos Dados, por Vinícius Allan da Softex..https://lnkd.in/eH2S9gZ.#BigData'","#VenhaLer Big Data: Valor dos Dados, por Vinícius Allan da Softex..https://lnkd.in/eH2S9gZ.#BigData'",10,0,"#VenhaLer, #BigData'",Variados,,
48,softexnacional,,2020-06-22,"#VenhaLer A inovação aberta como um caminho para reaprender a crescer, por Rayanny Nunes da Softex. https://lnkd.in/d8FvFvJ .Rayanny Nunes.#InovaçãoAberta'","#VenhaLer A inovação aberta como um caminho para reaprender a crescer, por Rayanny Nunes da Softex. https://lnkd.in/d8FvFvJ .Rayanny Nunes.#InovaçãoAberta'",9,0,"#VenhaLer, #InovaçãoAberta'",Variados,,
51,softexnacional,,2020-06-22,"#VenhaLer Coronavírus: um cruel agente de mudanças, por Rúben Delgado. https://lnkd.in/dvBpCw8.Ruben Delgado.#Inovação #NovosTempos'","#VenhaLer Coronavírus: um cruel agente de mudanças, por Rúben Delgado. https://lnkd.in/dvBpCw8.Ruben Delgado.#Inovação #NovosTempos'",8,0,"#VenhaLer, #Inovação, #NovosTempos'",Variados,,
52,softexnacional,,2020-06-22,"#VenhaLer Transformação Digital e nova realidade de consumo, por Guilherme Amorim da Softex. https://lnkd.in/gNjebv9.Guilherme Skaf Amorim.#TransformaDigital'","#VenhaLer Transformação Digital e nova realidade de consumo, por Guilherme Amorim da Softex. https://lnkd.in/gNjebv9.Guilherme Skaf Amorim.#TransformaDigital'",19,5,"#VenhaLer, #TransformaDigital'",Inclusão e Carreira,,
84,softexnacional,,2020-06-22,"Fechando a Jornada de Webinars de Inteligência artificial do Programa IA2 MCTI, na quinta-feira, 02/07, às 17h, o Secretário de Empreendedorismo e Inovação do MCTI, Paulo Alvim, junto com o Presidente da Softex, Ruben Delgado, discutem o uso de IA na transformação digital e no desenvolvimento do Brasil..www.linktr.ee/iamctic.MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'","Fechando a Jornada de Webinars de Inteligência artificial do Programa IA2 MCTI, na quinta-feira, 02/07, às 17h, o Secretário de Empreendedorismo e Inovação do MCTI, Paulo Alvim, junto com o Presidente da Softex, Ruben Delgado, discutem o uso de IA na transformação digital e no desenvolvimento do Brasil..www.linktr.ee/iamctic.MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",10,0,,Variados,,
85,softexnacional,,2020-06-22,#EstamosContratando https://softex.br/vagas/.Venha atuar no Programa Conecta Startup Brasil em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação. .Vaga: Designer (PJ). .Inscreva-se ou indique: https://softex.br/vagas/',#EstamosContratando https://softex.br/vagas/.Venha atuar no Programa Conecta Startup Brasil em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação. .Vaga: Designer (PJ). .Inscreva-se ou indique: https://softex.br/vagas/',16,0,#EstamosContratando,Variados,,
86,softexnacional,,2020-06-22,"Estao prorrogadas as inscrições do Edital de Startups, Grupos de Pesquisa e empresas de TI. O novo prazo para conclusão das inscrições termina no dia 05 de julho, domingo próximo..Linktr.ee/iamctic.MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'","Estao prorrogadas as inscrições do Edital de Startups, Grupos de Pesquisa e empresas de TI. O novo prazo para conclusão das inscrições termina no dia 05 de julho, domingo próximo..Linktr.ee/iamctic.MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",15,0,,Variados,,
88,softexnacional,,2020-06-22,#EstamosContratando https://softex.br/vagas/.Venha atuar no Programa Conecta Startup Brasil em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação..Vaga: Analista de Inteligência (PJ)..Inscreva-se ou indique: https://softex.br/vagas/',#EstamosContratando https://softex.br/vagas/.Venha atuar no Programa Conecta Startup Brasil em Brasília/DF e faça parte de ações de impacto para ecossistema de inovação..Vaga: Analista de Inteligência (PJ)..Inscreva-se ou indique: https://softex.br/vagas/',26,0,#EstamosContratando,Variados,,
89,softexnacional,,2020-06-22,Inovação e Mercado Digital para o Micro e Pequeno Negócio..Como se adaptar aos novos tempos e entrar no digital? Preparamos para o Programa THEch um conteúdo inédito para ajudar o pequeno empreendedor a superar estes e outros desafios..Acesse o e-book gratuito: https://lnkd.in/dJ8_zvZ.Autoras: Rayanny Nunes e Ana Luísa Cavalcante Nogueira..Rayanny Nunes Ana Luísa Cavalcante Nogueira',Inovação e Mercado Digital para o Micro e Pequeno Negócio..Como se adaptar aos novos tempos e entrar no digital? Preparamos para o Programa THEch um conteúdo inédito para ajudar o pequeno empreendedor a superar estes e outros desafios..Acesse o e-book gratuito: https://lnkd.in/dJ8_zvZ.Autoras: Rayanny Nunes e Ana Luísa Cavalcante Nogueira..Rayanny Nunes Ana Luísa Cavalcante Nogueira',18,0,,Variados,,
90,softexnacional,,2020-06-22,"Anote na agenda e participe! Dia 2 de julho às 17h encontro marcado com nossos especialistas. .Webinar Desafios da Segurança da Informação: Estado da Prática, com Felipe Villar, Wagner Ueno, Adriano Cagnini e Edenilson Rodrigues Burity.Inscreva-se: https://lnkd.in/g37K4k6'","Anote na agenda e participe! Dia 2 de julho às 17h encontro marcado com nossos especialistas. .Webinar Desafios da Segurança da Informação: Estado da Prática, com Felipe Villar, Wagner Ueno, Adriano Cagnini e Edenilson Rodrigues Burity.Inscreva-se: https://lnkd.in/g37K4k6'",10,0,,Variados,,
97,softexnacional,,2020-06-22,"#SoftexApoia o Coronathon um hackathon online que busca auxiliar no desenvolvimento de soluções tecnológicas através de data science para enfrentar os impactos econômicos e sociais causados pela pandemia da COVID-19.. Concorra a prêmios de até R$ 8 mil.Poderão participar cidadãos brasileiros e estrangeiros registrados no CPF e em situação regular no país, a partir de 18 anos de idade..@coronathonbr Coronathon - Desafio Hackathon Covid-1910 a 14 de junho de 2020.Inscrições gratuitas em http://bit.ly/coronathonbr.Realização: Enap e ThinkLabApoio: Microsoft BR.Créditos da Imagem e texto para @coronathonbr.#coronathonbr .'","#SoftexApoia o Coronathon um hackathon online que busca auxiliar no desenvolvimento de soluções tecnológicas através de data science para enfrentar os impactos econômicos e sociais causados pela pandemia da COVID-19.. Concorra a prêmios de até R$ 8 mil.Poderão participar cidadãos brasileiros e estrangeiros registrados no CPF e em situação regular no país, a partir de 18 anos de idade..@coronathonbr Coronathon - Desafio Hackathon Covid-1910 a 14 de junho de 2020.Inscrições gratuitas em http://bit.ly/coronathonbr.Realização: Enap e ThinkLabApoio: Microsoft BR.Créditos da Imagem e texto para @coronathonbr.#coronathonbr .'",22,1,"#SoftexApoia, #coronathonbr",Variados,,
33,softexnacional,,2020-05-23,"Venha conferir! Diônes Lima, Vice-Presidente da Softex, com Alberto Blois, Paulo Milet e Caio Silva no bate-papo do #ConexãoRioInfo. Atividade do Agente Regional Softex Rio Info..https://lnkd.in/dTBSAGf'","Venha conferir! Diônes Lima, Vice-Presidente da Softex, com Alberto Blois, Paulo Milet e Caio Silva no bate-papo do #ConexãoRioInfo. Atividade do Agente Regional Softex Rio Info..https://lnkd.in/dTBSAGf'",5,1,#ConexãoRioInfo.,Variados,,
54,softexnacional,,2020-05-23,"Atividades do evento internacional CIO Summit para empresas de TI previsas no nosso calendário são mantidas e acontecerão de forma on-line. 🙌.As empresas do do Brasil IT+ Actminds, Inc., Digibee, ilegra, InEvent e SIKUR participam de evento internacional de negócios em formato on-line..Nós da Softex em parceria com a Apex-Brasil viabilizaremos nos próximos três dias a participação de cinco vendors de tecnologia no CIO Digital Summit, evento de conteúdo especializado para Chief Infomation Officers de grandes corporações..Saiba mais em https://lnkd.in/evXEGAz.Guilherme Skaf Amorim Jéssica Dias'","Atividades do evento internacional CIO Summit para empresas de TI previsas no nosso calendário são mantidas e acontecerão de forma on-line. 🙌.As empresas do do Brasil IT+ Actminds, Inc., Digibee, ilegra, InEvent e SIKUR participam de evento internacional de negócios em formato on-line..Nós da Softex em parceria com a Apex-Brasil viabilizaremos nos próximos três dias a participação de cinco vendors de tecnologia no CIO Digital Summit, evento de conteúdo especializado para Chief Infomation Officers de grandes corporações..Saiba mais em https://lnkd.in/evXEGAz.Guilherme Skaf Amorim Jéssica Dias'",21,2,,Variados,,
92,softexnacional,,2020-05-23,"Estamos contratando Consultor (Pessoa Jurídica) para prestação de serviço de análise de Projetos da Softex Amazônia, em Manaus-AM..Participe do processo ou indique: https://lnkd.in/dpYCx9J.#oportunidades #Vagas #Manaus #Consultor Ana Beatriz Castelo Branco Pires'","Estamos contratando Consultor (Pessoa Jurídica) para prestação de serviço de análise de Projetos da Softex Amazônia, em Manaus-AM..Participe do processo ou indique: https://lnkd.in/dpYCx9J.#oportunidades #Vagas #Manaus #Consultor Ana Beatriz Castelo Branco Pires'",27,0,"#oportunidades, #Vagas, #Manaus, #Consultor",Variados,,
93,softexnacional,,2020-05-23,Empreendedores do Amazonas participem do Webinar..Softex Amazônia no âmbito do Programa Prioritário de Empreendedorismo Inovador convida para o Webinar Oportunidades para Startups..Dia 03 de junho às 16h (horário de Manaus). Inscreva-se: https://lnkd.in/dyEV9Nc.#PPI #Amazonas #Startups Ana Beatriz Castelo Branco Pires',Empreendedores do Amazonas participem do Webinar..Softex Amazônia no âmbito do Programa Prioritário de Empreendedorismo Inovador convida para o Webinar Oportunidades para Startups..Dia 03 de junho às 16h (horário de Manaus). Inscreva-se: https://lnkd.in/dyEV9Nc.#PPI #Amazonas #Startups Ana Beatriz Castelo Branco Pires',7,0,"#PPI, #Amazonas, #Startups",Variados,,
94,softexnacional,,2020-05-23,"Estas são as mais recentes empresas certificadas pelo MPS.BR..Com abrangência nacional, o MPS.BR segue atuando em regime remoto durante este período de isolamento. Saiba mais: https://softex.br/mpsbr/ .Avaliação dos processos de software, nível F, na empresa Coopersystem, na sua unidade em Brasília (DF), pela Instituição Avaliadora Estratégia: https://lnkd.in/eKgayaY .Avaliação dos processos de software, nível F, na empresa Malinski Informática, na sua unidade KMM, em Ponta Grossa (PR), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPS_KMM.Avaliação dos processos de software, nível G, na empresa Duobox Sistemas, na sua unidade em Cascavel (PR), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPSDuobox.Avaliação dos processos de software, nível C, na empresa PD Case Informatica Ltda, nas suas unidades em Nova Lima (MG) e Mathias Lobato (MG), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPSPDCase.Qualityfocus Consultoria'","Estas são as mais recentes empresas certificadas pelo MPS.BR..Com abrangência nacional, o MPS.BR segue atuando em regime remoto durante este período de isolamento. Saiba mais: https://softex.br/mpsbr/ .Avaliação dos processos de software, nível F, na empresa Coopersystem, na sua unidade em Brasília (DF), pela Instituição Avaliadora Estratégia: https://lnkd.in/eKgayaY .Avaliação dos processos de software, nível F, na empresa Malinski Informática, na sua unidade KMM, em Ponta Grossa (PR), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPS_KMM.Avaliação dos processos de software, nível G, na empresa Duobox Sistemas, na sua unidade em Cascavel (PR), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPSDuobox.Avaliação dos processos de software, nível C, na empresa PD Case Informatica Ltda, nas suas unidades em Nova Lima (MG) e Mathias Lobato (MG), pela Instituição Avaliadora Qualityfocus: https://bit.ly/MPSPDCase.Qualityfocus Consultoria'",15,0,,Variados,,
95,softexnacional,,2020-05-23,"Negócios, Tecnologia e Inovação nos pequenos negócios. Acesse nosso E-book gratuito e compreenda melhor o momento que estamos vivendo e esteja preparado para o “novo mundo”..https://lnkd.in/dvi8hBQ.Autor: Pedro Teodoro, atua no Desenvolvimento de Startups aqui na Softex e produziu um e-book para você. Pedro Teodoro'","Negócios, Tecnologia e Inovação nos pequenos negócios. Acesse nosso E-book gratuito e compreenda melhor o momento que estamos vivendo e esteja preparado para o “novo mundo”..https://lnkd.in/dvi8hBQ.Autor: Pedro Teodoro, atua no Desenvolvimento de Startups aqui na Softex e produziu um e-book para você. Pedro Teodoro'",12,0,,Variados,,
96,softexnacional,,2020-05-23,"Esta semana, o Programa IA2 MCTIC discutirá o tema ""Cidades Inteligentes"" com a participação de Marília Lara, CEO da Stattus4 e Cris Alessi, Presidente da Agência Curitiba de Desenvolvimento, no dia 02/06. •Em seguida, falaremos sobre reconhecimento de voz, no webinar ""Falando a mesma Língua"" no dia 04/06.•Inscreva-se: linktr.ee/iamctic•Marília LaraCris AlessiStattus4Agência Curitiba de DesenvolvimentoMCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'","Esta semana, o Programa IA2 MCTIC discutirá o tema ""Cidades Inteligentes"" com a participação de Marília Lara, CEO da Stattus4 e Cris Alessi, Presidente da Agência Curitiba de Desenvolvimento, no dia 02/06. •Em seguida, falaremos sobre reconhecimento de voz, no webinar ""Falando a mesma Língua"" no dia 04/06.•Inscreva-se: linktr.ee/iamctic•Marília LaraCris AlessiStattus4Agência Curitiba de DesenvolvimentoMCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",5,0,,Variados,,
98,softexnacional,,2020-05-23,"Estamos contratando Consultor (Pessoa Jurídica) para prestação de serviço de planejamento, direção, orientação, coordenação e execução das atividades dos projetos da Softex em Teresina-PI. .Participe do processo ou indique: https://lnkd.in/dzC9bJS.#oportunidades #Vagas #Teresina #Consultor'","Estamos contratando Consultor (Pessoa Jurídica) para prestação de serviço de planejamento, direção, orientação, coordenação e execução das atividades dos projetos da Softex em Teresina-PI. .Participe do processo ou indique: https://lnkd.in/dzC9bJS.#oportunidades #Vagas #Teresina #Consultor'",12,0,"#oportunidades, #Vagas, #Teresina, #Consultor'",Variados,,
99,softexnacional,,2020-05-23,"O Programa IA2 MCTIC continua com sua jornada de webinarsdedicados ao tema da Inteligência artificial. •Nesta quinta-feira (21/5), às 17h, realizaremos o webinar ""O que os Olhos não Vêem"", com o convidado Alessandro de Oliveira Faria, CTIO da Oiti apresentando oportunidades e desafios da visão computacional.•Saiba maiswww.linktr.ee/iamctic•MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'","O Programa IA2 MCTIC continua com sua jornada de webinarsdedicados ao tema da Inteligência artificial. •Nesta quinta-feira (21/5), às 17h, realizaremos o webinar ""O que os Olhos não Vêem"", com o convidado Alessandro de Oliveira Faria, CTIO da Oiti apresentando oportunidades e desafios da visão computacional.•Saiba maiswww.linktr.ee/iamctic•MCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",15,0,,Variados,,
100,softexnacional,,2020-05-23,"Webinar RH Ágil com MPS: Engajamento e Cultura alinhados ao seu Modelo de Negócio. Participação de Amanda Walter, Edenilson Burity e Beta Monteiro.________Dia 03 de junho às 19h30.Participe! Inscrições abertas: https://lnkd.in/eHJWmdk.BETA MONTEIRO Amanda Walter Edenilson Rodrigues Burity.#Webinar #RH #GestãoDePessoas #RHÁgil'","Webinar RH Ágil com MPS: Engajamento e Cultura alinhados ao seu Modelo de Negócio. Participação de Amanda Walter, Edenilson Burity e Beta Monteiro.________Dia 03 de junho às 19h30.Participe! Inscrições abertas: https://lnkd.in/eHJWmdk.BETA MONTEIRO Amanda Walter Edenilson Rodrigues Burity.#Webinar #RH #GestãoDePessoas #RHÁgil'",14,0,"#Webinar, #RH, #GestãoDePessoas, #RHÁgil'",Variados,,
101,softexnacional,,2020-05-23,"Nesta terça-feira (26/5), às 17h, com o webinar ""A indústria inteligente"", nossos convidados vêm contar um pouco sobre a IA e sua contribuição para a indústria.•FIEMG LabIgor SantiagoMariana YazbeckMCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'","Nesta terça-feira (26/5), às 17h, com o webinar ""A indústria inteligente"", nossos convidados vêm contar um pouco sobre a IA e sua contribuição para a indústria.•FIEMG LabIgor SantiagoMariana YazbeckMCTIC - Ministério da Ciência, Tecnologia, Inovações e Comunicações'",20,0,,Variados,,
102,softexnacional,,2020-05-23,"Dia 18 de maio às 17h, teremos mais um Webinar promovido pela nossa equipe do MPS.BR. https://lnkd.in/dQ66Fqv.Inscrições abertas para o Webinar Startups e LGPD: Construindo um Roadmap com base na ISO 27001 e MPS para Software e Serviços com Analia Irigoyen, especialista em Métodos Ágeis da ProMove Soluções e Fabrício Gama, agile master da Wooza.. ProMove Soluções.#MPSBR #starttups #LGPD'","Dia 18 de maio às 17h, teremos mais um Webinar promovido pela nossa equipe do MPS.BR. https://lnkd.in/dQ66Fqv.Inscrições abertas para o Webinar Startups e LGPD: Construindo um Roadmap com base na ISO 27001 e MPS para Software e Serviços com Analia Irigoyen, especialista em Métodos Ágeis da ProMove Soluções e Fabrício Gama, agile master da Wooza.. ProMove Soluções.#MPSBR #starttups #LGPD'",10,2,"#MPSBR, #starttups, #LGPD'",Conteúdo Técnico,,
