id,company,post_title,post_date,post_text,Tipo,Assunto,Modelo,post_likes,post_comments,post_video_views,post_hashtags,origin
132,everis,,2020-12-19,Analizamos o impacto da segunda onda do #Covid19 no setor das #telecomunicações de grandes operadoras.🔎 Como afetou os preços? 🔎 Qual o espaço para novas oportunidades? 🔎 Como será o caminho para a transformação? Acesse aqui o relatório em espanhol: https://lnkd.in/eExyuGz#everisTelecom #TransformaçãoDigital #Oportunidades #everisBrasil',,,,2,0,0,"#Covid19, #telecomunicações, #everisTelecom, #TransformaçãoDigital, #Oportunidades, #everisBrasil'",linkedin
133,everis,,2020-11-19,"Esperamos por você, amanhã, na final internacional dos #Premioseveris 2020!🏆👉 10 #empreendedores finalistas de 10 países com projetos tecnológicos que estão transformando o mundo.👉 1 ganhador.👉 Keynote com John Etchemendy, referência mundial da Stanford University e fundador do Stanford Institute for Human-Centered Artificial Intelligence (HAI) para promover o desenvolvimento do ser humano.💻 Conecte-se em 25 de novembro, às 14h (BRT) à Cerimônia on-line em www.fundacioneveris.com 🚀#everisAwards20 #fundaçãoeveris #everisbrasil #tecnologia #empreendedorismo #inovação #talento'",,,,2,0,0,"#Premioseveris, #empreendedores, #everisAwards20, #fundaçãoeveris, #everisbrasil, #tecnologia, #empreendedorismo, #inovação, #talento'",linkedin
134,everis,,2021-02-03,"Nossa energia cria conexões, geram laços. Estamos próximos, muito além de times e de nossa rotina diária. Nossa cultura de portas abertas, de liderança horizontal e não hierárquica, cria um ambiente favorável às relações humanas. Sinta a energia que te conecta a #everis e as outros! https://lnkd.in/gJXgbjb #everisBrasil #BEeveris #Careers #EnergyBeats'",,,,7,0,0,"#everis, #everisBrasil, #BEeveris, #Careers, #EnergyBeats'",linkedin
135,everis,,2020-12-19,"""Diferentes empresas brasileiras demonstram que a cultura 'ágil' começa a se infiltrar no país. Suas experiências destacam a adaptação do processo a cada mercado e tipo de empresa, e a importância da comunicação para combater a resistência à mudança cultural. Obs: Conteúdo em espanhol. #everisBrasil #EstudoAgile #Agile""",,,,0,0,0,"#everisBrasil, #EstudoAgile, #Agile""",linkedin
136,everis,,2021-01-18,"everis eva, nossa plataforma corporativa de soluções com voz, é um ponto de partida para uma estratégia centrada no cliente corporativo, pois é capaz de interagir diretamente e entender frases complexas, erros ortográficos e ainda apresentar conteúdo de acordo com os interesses dos usuários. Conheça outros benefícios, acesse: https://eva.bot/ #everisBrasil #IA #chatbot #ConversationalAI #everiseva'",,,,29,2,0,"#everisBrasil, #IA, #chatbot, #ConversationalAI, #everiseva'",linkedin
137,everis,,2021-01-18,"No mês de dezembro realizamos mais uma de nossas ações voluntárias. Desta vez, o objetivo era levar um pouco mais de alegria às festas de final de ano de famílias que vivem em situação de vulnerabilidade social. Os profissionais everis foram os protagonistas desta grande ação. Juntos, arrecadaram R$ 39.000,00 que foram convertidos em vales-alimentação no valor de R$ 300,00/cada e entregues a estas famílias, com o apoio das Instituições sociais apoiadas pela everis. Agradecemos a cada profissional que transformou empatia em atitude em mais uma ação solidária! #everisBrasil #everis #BeEveris'",,,,86,3,1294,"#everisBrasil, #everis, #BeEveris'",linkedin
138,everis,,2021-01-18,"everis oferece 3 mil bolsas de estudos, e possibilidade de contratação para os estudantes que se destacarem. Saiba mais: https://lnkd.in/gu4he65 #everisBrasil #everisNaMidia'",,,,49,0,0,"#everisBrasil, #everisNaMidia'",linkedin
139,everis,,2021-01-18,"Realizamos em dezembro mais uma edição do #BeLeader! Um momento dedicado ao reconhecimento da promoção dos Líderes que exercem seu primeiro ano como gestores na everis Brasil! Nesta ocasião, os 138 profissionais tiveram a oportunidade de trocar experiências e aprender mais sobre o desafio de gerir equipes com experientes especialistas do mercado e alguns dos principais executivos da companhia. #BeEveris #MyeverisWorkplace #everisBrasil #everis'",,,,89,3,1313,"#BeLeader!, #BeEveris, #MyeverisWorkplace, #everisBrasil, #everis'",linkedin
140,everis,,2021-01-18,Como as organizações podem se preparar para a transformação do talento voltada para o futuro seguindo estas etapas. Acesse nosso estudo: https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital',,,,19,1,0,"#everisBrasil, #RecursosHumanos, #thefutureofwork, #TalentoDigital'",linkedin
141,everis,,2021-01-18,"Os assistentes de voz são aplicações criadas através da #IA para atender e responder às questões dos usuários. Queremos te apresentar nossa solução omnichannel de voz, everis eva: https://eva.bot/ #everisBrasil #chatbot #ConversationalAI #everiseva'",,,,19,0,0,"#IA, #everisBrasil, #chatbot, #ConversationalAI, #everiseva'",linkedin
142,everis,,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #BEeveris #everisBrasil #MyeverisWorkplace'",,,,33,1,0,"#BEeveris, #everisBrasil, #MyeverisWorkplace'",linkedin
143,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em Uberlândia! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #BEeveris #Career #everisBrasil #MyeverisWorkplace'",,,,40,3,0,"#BEeveris, #Career, #everisBrasil, #MyeverisWorkplace'",linkedin
144,everis,,2021-01-18,"Estar à frente com Forward Digital Health é ter serviços e soluções tecnológicas para a área da saúde que parecem vir do futuro. Entre em contato com a everis, consultoria global de negócios parte do grupo NTT Data, e comece a cuidar do amanhã, hoje. Saiba mais:  https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",,,,28,0,0,"#everisBrasil, #Healthcare, #DigitalHealth'",linkedin
145,everis,,2021-01-18,Oportunidades de trabalho para Agile Coach  e Desenvolvedor Mobile para atuar na cidade de São Paulo. Vem fazer a sua carreira na everis! https://bit.ly/3cIZLnP #BEeveris #Career #everis #everisBrasil #MyeverisWorkplace',,,,39,0,0,"#BEeveris, #Career, #everis, #everisBrasil, #MyeverisWorkplace'",linkedin
146,everis,,2020-12-19,"O # COVID19 foi o protagonista de um 2020 que marcou todos e cada um dos setores de atividade. O último fim de semana de novembro está se aproximando e o setor de #retail, um dos mais afetados, enfrenta a #BlackFriday mais digital de todos os tempos. O setor vai superar essa histórica “Black Friday”? David Ubide, sócio responsável pelo setor de retail da everis na Europa, nos conta neste texto em espanhol em #everisblog.'",,,,2,0,0,"# COVID19, #retail,, #BlackFriday, #everisblog.'",linkedin
147,everis,,2021-01-18,"everis, consultoria global de negócios parte do grupo NTT Data e Clínica Alemana, uma instituição de saúde privada chilena, são parceiras desde 2013 e, trabalharam juntas em um grande projeto de transformação digital. Conheça essa história de implementação SAP. https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",,,,28,0,0,"#everisBrasil, #Healthcare, #DigitalHealth'",linkedin
148,everis,,2021-01-18,"A Blue Cross BlueShield, um plano de saúde de Rhode Island, sem fins lucrativos e com planos a preços acessíveis, contou com a expertise da NTT DATA para adotar práticas de DevOps, implementação e personalização de soluções Salesforce e de automação robótica de processos, para sua transformação de TI. Conheça essa história: https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",,,,20,0,0,"#everisBrasil, #Healthcare, #DigitalHealth'",linkedin
149,everis,,2020-11-19,"💡🚀 Os voluntários da fundação everis Jair Silva Junior, Douglas Batista e Bruno Welber participaram com a equipe Amazon Alexa Developers de uma sessão de perguntas e respostas sobre o Prêmio Alexa, para apoiar questões técnicas sobre #tecnologia e #acessibilidade, monetização de soluções e modelos de #negócios.O Prêmio Alexa de Acessibilidade é uma iniciativa da Amazon, que conta com o apoio da fundação everis e reconhece desenvolvedores que criem formas de melhorar o uso da Inteligência Artificial para pessoas com deficiência, e que está com as inscrições abertas até 17/12/2020 no site.http://www.premioalexa.com.br/. 🚀💡#PremioAlexa #PremioAlexadeAcessibilidade #fundaçãoeveris #inovação #empreendedorismo #everisBrasil'",,,,3,1,0,"#tecnologia, #acessibilidade,, #negócios.O, #PremioAlexa, #PremioAlexadeAcessibilidade, #fundaçãoeveris, #inovação, #empreendedorismo, #everisBrasil'",linkedin
150,everis,,2021-01-18,"Hoje temos uma dica para o RH da sua empresa: ""Repense o trabalho e a organização para maximizar a contribuição de valor de recursos humanos para desafios de negócios."" https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",,,,17,0,0,"#everisBrasil, #TalentoDigital, #RecursosHumanos, #thefutureofwork'",linkedin
151,everis,,2020-12-19,"💥É HOJE O GRANDE DIA! Cerimônia on-line dos #Premioseveris, às 14h (BRT), com:👉 10 #empreendedores finalistas de 10 países com projetos tecnológicos que estão transformando o mundo.👉 1 ganhador com 60.000€ + mentoria da i-deals👉 Keynote com John Etchemendy, referência mundial da Stanford University e fundador do Stanford Institute for Human-Centered Artificial Intelligence (HAI) para promover o desenvolvimento do ser humano.💻 Assista em www.fundacioneveris.com. Esperamos por você! 🚀#fundaçãoeveris #everisAwards20 #everisbrasil #tecnologia #empreendedorismo #talentoentoMindCotine Shayp Cor.Sync EcoFuels SpA Arkangel AI IDOVEN #Goal3Goal3 PhotonPath #Autoresponderonder Ophiomics'",,,,9,0,0,"#Premioseveris,, #empreendedores, #fundaçãoeveris, #everisAwards20, #everisbrasil, #tecnologia, #empreendedorismo, #talentoentoMindCotine, #Goal3Goal3, #Autoresponderonder",linkedin
152,everis,,2021-01-18,"Você sabe o que impulsiona a mudança na demanda por talentos?Acesse nosso estudo ""Talentos para a Transformação Digital"" e conheça essa realidade: https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital'",,,,16,0,0,"#everisBrasil, #RecursosHumanos, #thefutureofwork, #TalentoDigital'",linkedin
153,everis,,2021-01-18,everis oferece 3 mil bolsas de estudos para novos talentos. Há 100 vagas em aberto para diferentes níveis de conhecimento em Engenharia de Dados para a operação no Brasil. Saiba mais: https://lnkd.in/dmScnhQ #everisBrasil #everisNaMidia',,,,90,1,0,"#everisBrasil, #everisNaMidia'",linkedin
154,everis,,2021-01-18,"Por um ano cheio de novas esperanças, em que superamos todos os desafios vividos e deixamos para trás os momentos difíceis experimentados em 2020 #HappyNewVibes #Feliz2021 #everisBrasil'",,,,113,2,1134,"#HappyNewVibes, #Feliz2021, #everisBrasil'",linkedin
155,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",,,,26,0,0,"#MyeverisWorkplace, #BEeveris, #Career, #everisBrasil'",linkedin
156,everis,,2021-01-18,Grandes empresas latino-americanas foram consultadas em nossa pesquisa sobre agilidade na região e apontam como aferem o êxito na adoção de Metodologias Ágeis. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',,,,30,0,0,"#everisBrasil, #EstudoAgile, #Agile'",linkedin
157,everis,,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em Uberlândia! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #BEeveris #Career #everis #everisBrasil #MyeverisWorkplace'",,,,56,7,0,"#BEeveris, #Career, #everis, #everisBrasil, #MyeverisWorkplace'",linkedin
158,everis,,2021-01-18,"Chegamos ao fim de mais uma etapa do Innovation Chase 2020. O XR Challenge FIAP foi encerrado com muita celebração, foram 60 alunos participantes, 12 projetos e somente 1 vencedor! Convidamos alguns representantes dos grupos finalistas para contar como foi essa experiência e quais os maiores desafios. Para conferir também o evento de encerramento completo, acesse: http://bit.ly/2X0ADCg #Strategy&Tech #everisBrasil #InnovationChase #everisXRChallengeFIAP'",,,,12,0,0,"#Strategy&Tech, #everisBrasil, #InnovationChase, #everisXRChallengeFIAP'",linkedin
159,everis,,2021-01-18,O atendimento ao cliente personalizado oferece benefícios operacionais e melhores resultados de #CustomerExperience. Que tal personalizar seu atendimento? Conheça #everiseva: https://eva.bot/ #everisBrasil #everisBrasil #IA #chatbot #ConversationalAI',,,,8,0,0,"#CustomerExperience., #everiseva:, #everisBrasil, #everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin
160,everis,,2021-01-18,"Quais práticas você gostaria que fossem implementadas para o trabalho remoto? Neste artigo deixamos uma análise deste cenário, acesse: https://lnkd.in/gh8rzQD #everisBrasil'",,,,25,0,0,#everisBrasil',linkedin
161,everis,,2020-11-19,"Já imaginou ser mentorado pelos profissionais da everis para conquistar uma das 800 vagas disponíveis na empresa? 🚀🚀🚀Os devs matriculados no bootcamp everis Fullstack Developer (JAVA + Angular) participarão de uma série de mentorias exclusivas para que possam se preparar para as vagas na gigante de tecnologia espanhola.A primeira mentoria acontecerá hoje, (05/11) às 20h, com o RH da empresa, para que você saiba como ser contratado e aumentar as suas chances de conquistar uma das vagas.✅ Matricule-se agora no bootcamp e garanta o seu lugar nessa mentoria exclusiva: https://bit.ly/2Te4yF4#everisBrasil'",,,,36,3,0,#everisBrasil',linkedin
162,everis,,2021-01-18,"Nossa #energia nos mostrou este ano que, podemos nos destacar e ficar juntos apesar das dificuldades. Neste 2021 da #everis, uma empresa do grupo NTT DATA, queremos transformar toda essa energia em algo positivo, levando alimentos para as casas que mais precisam.Você pode nos ajudar? 👉 https://lnkd.in/g2AZttb#HappyNewVibes #everisBrasil'",,,,58,0,559,"#energia, #everis,, #HappyNewVibes, #everisBrasil'",linkedin
163,everis,,2021-01-18,"Se você participou do nosso Meetup sobre ServiceNow, essa dica vai para você! Temos uma playlist em nosso Canal do YouTube com conteúdos de apoio sobre como criar dashboards, uma nova aplicação e listas personalizadas no ServiceNow. Acesse: https://lnkd.in/gHtvGTg #everisBrasil #ITServices'",,,,9,0,0,"#everisBrasil, #ITServices'",linkedin
164,everis,,2020-11-19,"Junte-se a nós na Cerimônia Internacional dos #Premioseveris 2020!👉 Conheceremos os 10 # empreendedores finalistas com projetos de #tecnologia que estão mudando o mundo.👉 Contaremos com a palestra de John Etchemendy, referência mundial da Universidade de #Standford em inteligência artificial com foco na ética do desenvolvimento humano.Inscreva-se para assistir ao evento on-line em https://bit.ly/2UAy4pcMindCotine Shayp Cor.Sync EcoFuels SpA Arkangel AI PhotonPath GOAL 3 #Autoresponderr Ophiomics #everisBrasil'",,,,3,0,0,"#Premioseveris, # empreendedores, #tecnologia, #Standford, #Autoresponderr, #everisBrasil'",linkedin
165,everis,,2020-11-19,"Hoje é o Dia Mundial do Empreendedorismo Feminino e a nossa homenagem é para as mulheres que empreendem e transformam. 👩🏼\u200d💼👩🏾\u200d💼👩\u200d🍳 👩\u200d🍳 👩\u200d🏭 👩\u200d🌾 👩\u200d💼 👩\u200d🏫A fundação everis fomenta o #empreendedorismo e trabalha para diminuir a desigualdade de #gênero por meio de iniciativas como o Programa Púlsar, que promove a inclusão de jovens #mulheres no mercado de #trabalho com mentorias de líderes femininas nos mais diversos âmbitos da sociedade.Convidamos a todos a refletir sobre os desafios das mulheres no campo profissional, por meio do artigo assinado pela mentora do Púlsar, Ana Tomazelli, Empreendedora Social, Fundadora & CEO no IPEFEM - Instituto de Pesquisa & Estudos do Feminino.👉🏻Artigo completo: https://lnkd.in/dVBFWZ5#fundaçãoeveris #everisbrasil #empreendedorismo #empreendedorismofeminino'",,,,45,1,0,"#empreendedorismo, #gênero, #mulheres, #trabalho, #fundaçãoeveris, #everisbrasil, #empreendedorismo, #empreendedorismofeminino'",linkedin
166,everis,,2021-01-18,"A inteligência digital pode aprimorar a experiência do cliente, explore as potencialidades desses espaços com ações e estratégias omnichannel, conheça nossa aplicação #everiseva: https://eva.bot/ #everisBrasil #everisBrasil #IA #chatbot #ConversationalAI'",,,,24,0,0,"#everiseva:, #everisBrasil, #everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin
167,everis,,2021-01-18,"Nossa dica de hoje: ""Posicione a cultura digital e introduza mais inovação ao longo do ciclo de vida do seu empregado, isso irá inspirar o talento.""https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital'",,,,23,0,0,"#everisBrasil, #RecursosHumanos, #thefutureofwork, #TalentoDigital'",linkedin
168,everis,,2021-01-18,"Hoje temos uma dica para o RH da sua empresa: ""Repense o trabalho e a organização para maximizar a contribuição de valor de recursos humanos para desafios de negócios.""https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",,,,15,0,0,"#everisBrasil, #TalentoDigital, #RecursosHumanos, #thefutureofwork'",linkedin
169,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",,,,45,0,0,"#MyeverisWorkplace, #BEeveris, #Career, #everisBrasil'",linkedin
170,everis,,2020-11-19,"Obrigado a todos os participantes do VI Prêmio Empreenda Saúde, por suas ideias empreendedoras e inovadoras.Com muito orgulho anunciamos a grande campeã desta edição tão especial, a startup Cor.Sync, seu projeto consiste em um dispositivo de diagnóstico rápido e preciso de infarto.Quer saber mais? Acesse o link: https://bit.ly/32G9GHh #everisBrasil'",,,,13,0,0,#everisBrasil',linkedin
171,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em qualquer cidade das regiões Sul e Sudeste do Brasil! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #BEeveris #Career #everisBrasil #MyeverisWorkplace'",,,,63,4,0,"#BEeveris, #Career, #everisBrasil, #MyeverisWorkplace'",linkedin
172,everis,,2020-12-19,"2020 foi um ano de desafios, e para registrar o desenvolvimento de nossos projetos e equipes, realizamos na ultima semana o evento online, Retrospectiva everis 2020! Com formato de telejornal, convidamos colaboradores para dar mais detalhes sobre algumas de suas superações e destaques do ano. Agradecemos a todos que estiveram com a #everisBrasil e esperamos que em 2021 alcancemos, ainda mais, o sucesso! #Retrospectivaeveris2020 #MyeverisWorkplace #BEeveris #everis'",,,,79,1,1226,"#everisBrasil, #Retrospectivaeveris2020, #MyeverisWorkplace, #BEeveris, #everis'",linkedin
173,everis,,2020-12-19,"A transformação digital é o principal fator de mudança no mercado de trabalho com implicações na atração e retenção de talentos. Conheça o estudo ""Talentos para a Transformação Digital 2020"" https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",,,,13,0,0,"#everisBrasil, #TalentoDigital, #RecursosHumanos, #thefutureofwork'",linkedin
174,everis,,2020-12-19,"2020 foi o ano da superação! Com a intensificação do trabalho remoto resignificamos nossas relações e estabelecemos uma nova rotina. Confira parte de tudo o que realizamos no ano em nossa retrospectiva! Agradecemos à todos os colaboradores, clientes, parceiros e fornecedores que estiveram com a gente neste ano! Estaremos juntos em 2021! #everis #everisBrasil #MyeverisWorkplace #Retrospectivaeveris2020'",,,,102,3,2434,"#everis, #everisBrasil, #MyeverisWorkplace, #Retrospectivaeveris2020'",linkedin
175,everis,,2020-11-19,"Acesse o Radar Empreenda Saúde e conheça todas as startups participantes, finalistas e vencedoras desde o primeiro Prêmio Empreenda Saúde. Confira com exclusividade entrevistas, e o resultado do mapeamento das startups e empresas da área da saúde participantes. #everisBrasilClique e baixe agora: https://bit.ly/35BPXdJ'",,,,12,0,0,#everisBrasilClique,linkedin
176,everis,,2020-11-19,"💡🚀 Ontem, realizamos a Cerimônia de Premiação do VI Prêmio Empreenda Saúde e conhecemos o vencedor desta edição especial. A startup ganhadora foi a Cor.Sync, com sua solução para diagnóstico de infarto em atendimentos de emergência hospitalar, que vai representar o Brasil na grande final dos Prêmios everis Global, com mais 10 países, no final de novembro. Saiba mais em: https://lnkd.in/dM4bNC8...#fundaçãoeveris #PrêmioEmpreendaSaúde #inovação #saúde #everisBrasil'",,,,11,0,0,"#fundaçãoeveris, #PrêmioEmpreendaSaúde, #inovação, #saúde, #everisBrasil'",linkedin
177,everis,,2020-12-19,"Lugar de mulher é onde ela quiser, inclusive na tecnologia! Rodrigo Altafin, Arquiteto de RPA na everis Brasil, fala sobre a participação da everis Brasil no Hackademy, um evento online organizado pelo time de mulheres do Banco Itaú e conta que 100% das participantes estavam cheias de garra, determinação e vontade de aprender. #everis #everisBrasil #Hackademy'",,,,25,0,695,"#everis, #everisBrasil, #Hackademy'",linkedin
178,everis,,2020-12-19,Baixe o e-book: https://lnkd.in/g2KpdkV #everisBrasil #InnovadoresenPeru #TransformacaoDigital',,,,20,0,0,"#everisBrasil, #InnovadoresenPeru, #TransformacaoDigital'",linkedin
179,everis,,2020-11-19,"Pablo Sáez, Head de Digital Technology na everis Brasil, participará, no dia 12/11 às 18hs, como panelista no painel Inovação Tecnológica e Transformação Digital no evento do ano da Abmen: a CAMNe (Conferência Anual de Mentoria de Negócios). Acompanhe a programação, que começou ontem e vai até o dia 19/11: http://camne2020.com.br/ #everisBrasil #Strategy&Tech'",,,,2,0,0,"#everisBrasil, #Strategy&Tech'",linkedin
180,everis,,2020-12-19,"Esteja à frente com Forward Digital Health! A everis, consultoria global de negócios parte do grupo NTT Data, oferece um amplo portfólio de serviços e soluções tecnológicas para a área da saúde. Descubra como cuidar do amanhã, hoje! Saiba mais https://lnkd.in/da5-iqA #DigitalHealth #Healthcare #everisBrasil'",,,,33,0,542,"#DigitalHealth, #Healthcare, #everisBrasil'",linkedin
181,everis,,2021-01-18,Até 2024 a estimativa é que sejam necessários mais de 300 mil profissionais na área de TI. Dezembro já conta com 552 oportunidades de emprego. Acesse: https://lnkd.in/gvDYrV7 #everisBrasil #everisNaMidia',,,,68,0,0,"#everisBrasil, #everisNaMidia'",linkedin
182,everis,,2020-12-19,"O futuro dos #chatbots é que as empresas automatizarão pagamentos simples e permitirão que os usuários paguem diretamente por chat ao vivo ou aplicativos do Facebook Messenger, por exemplo. O processo instantâneo aumenta a satisfação do cliente. Como sua empresa está se preparando para este momento? Acesse o conteúdo de #everiseva e conheça outras habilidades dessas aplicações: https://eva.bot/ #everisBrasil #IA #ConversationalAI'",,,,29,0,0,"#chatbots, #everiseva, #everisBrasil, #IA, #ConversationalAI'",linkedin
183,everis,,2021-01-18,Temos o prazer de anunciar a assinatura de um acordo de colaboração estratégica com a Amazon Web Services (AWS) para desenvolver soluções digitais corporativas que acelerarão a transformação digital de nossos clientes na EMEA e Latam. Conteúdo em inglês: http://bit.ly/39Ejlkm #everis #everisBrasil',,,,10,0,0,"#everis, #everisBrasil'",linkedin
184,everis,,2020-12-19,"Na everis, acreditamos que o futuro que desejamos depende de como transformamos nosso presente. Inovação, tecnologia, criatividade e digitalização são as ferramentas que colocamos a serviço de nossos clientes para tornar esse futuro uma realidade. Baixe o e-book: https://lnkd.in/g2KpdkV #everisBrasil #InnovadoresenPeru #TransformacaoDigital https://lnkd.in/gvqjBdg'",,,,55,0,1124,"#everisBrasil, #InnovadoresenPeru, #TransformacaoDigital",linkedin
185,everis,,2021-01-18,30% dos empregos atuais simplesmente deixarão de existir por conta da evolução tecnológica. Nesse cenário todos precisarão ter Qualificação Digital. Acesse e saiba mais: https://lnkd.in/gC5kkkm #everisBrasil #everisNaMidia',,,,44,0,0,"#everisBrasil, #everisNaMidia'",linkedin
186,everis,,2021-01-18,NTT DATA Services anuncia os resultados de um novo estudo - “Could Have. Would Have. Should Have.” Saiba mais: https://lnkd.in/g8KwnQh (conteúdo em inglês) #everisBrasil #NTTDATA',,,,12,0,0,"#everisBrasil, #NTTDATA'",linkedin
187,everis,,2020-12-19,"#everiseva, nossa plataforma corporativa de soluções com voz, é um ponto de partida para uma estratégia centrada no cliente corporativo, pois é capaz de interagir diretamente e entender frases complexas, erros ortográficos e ainda apresentar conteúdo de acordo com os interesses dos usuários. Conheça outros benefícios, acesse: https://eva.bot/ #everisBrasil #IA #chatbot #ConversationalAI'",,,,17,0,0,"#everiseva,, #everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin
188,everis,,2020-12-19,"Lugar de mulher é onde ela quiser, inclusive na tecnologia! Raphaella Oliveira, Project Leader na everis Brasil, fala sobre a participação da everis Brasil no Hackademy, um evento online organizado pelo time de mulheres do Banco Itaú. Uma mistura de treinamento e construção que desafiou mulheres a se superarem! #everis #everisBrasil #Hackademy'",,,,76,9,1988,"#everis, #everisBrasil, #Hackademy'",linkedin
189,everis,,2020-12-19,"Aconteceu mais um #HappyHour com Ricardo Neves, CEO da everis Brasil. Neste evento online, os colaboradores puderam ser atualizados sobre os acontecimentos do último mês na everis Brasil, as novidades que estão por vir e ainda, tivemos um momento importante, para discutir sobre acessibilidades, com a participação de Filipe Machado, Diretor de Testes na everis Brasil e Bruno Welber, Consultor de Testes na everis Brasil. #everisBrasil #MyeverisWorkplace'",,,,125,0,2106,"#HappyHour, #everisBrasil, #MyeverisWorkplace'",linkedin
190,everis,,2021-01-18,"Nos 10, 11 e 12 de dezembro, a everis participou, como patrocinadora, da primeira edição on-line do PrograMaria Summit. Foram quase 19 mil inscritas, + de 60 palestrantes, + de 60 rodadas de mentoria e muitas outras atrações dedicadas integralmente às mulheres - aspirantes ou já profissionais – da área de tecnologia.  Agradecemos a todas as profissionais everis que nos representaram nesta grande iniciativa e também às 500 mulheres que visitaram nosso estande virtual. #MaisJuntasDoQueNunca #MyeverisWorkplace #everisBrasil #everis'",,,,84,0,0,"#MaisJuntasDoQueNunca, #MyeverisWorkplace, #everisBrasil, #everis'",linkedin
191,everis,,2021-01-18,"Desde julho de 2019 a everis Brasil mantém uma parceria com a LABORATORIA, organização que busca e oferece formação em tecnologia a mulheres e ao público LGBTI+ para impulsionar uma economia digital que dê oportunidades para todas as pessoas igualmente. Na everis, 18 mulheres já foram contratadas por meio desta parceria. #MyeverisWorkplace #everisBrasil #everis'",,,,75,0,0,"#MyeverisWorkplace, #everisBrasil, #everis'",linkedin
192,everis,,2021-01-18,"Segundo estudo ""Talentos para a Transformação Digital"" que realizamos este ano, 55% das empresas pesquisadas admitem ter grande dificuldade em encontrar o talento necessário. https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",,,,11,0,0,"#everisBrasil, #TalentoDigital, #RecursosHumanos, #thefutureofwork'",linkedin
193,everis,,2021-01-18,"O Digital Lab Brasil, traz um panorama das tecnologias X-Reality mais relevantes, considerando as categorias de hardware e software para 2020. Faça o download: https://lnkd.in/gbQNpBm#everisBrasil #xReality'",,,,15,0,0,"#everisBrasil, #xReality'",linkedin
194,everis,,2021-01-18,Oportunidades de trabalho para Desenvolvedor Salesforce e Consultor Funcional Salesforce para atuar na cidade de São Paulo. Vem fazer a sua carreira na everis! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil',,,,65,2,0,"#MyeverisWorkplace, #BEeveris, #Career, #everis, #everisBrasil'",linkedin
195,everis,,2021-01-18,Sabia que é possível reduzir custos e ainda diminuir os riscos de um projeto? A adoção de Métodos Ágeis é a solução. Leia este estudo e entenda como: https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',,,,27,0,0,"#everisBrasil, #EstudoAgile, #Agile'",linkedin
196,everis,,2021-01-18,"Estamos em busca de profissionais que estejam em qualquer cidade das regiões Sul e Sudeste do Brasil! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",,,,41,2,0,"#MyeverisWorkplace, #BEeveris, #Career, #everisBrasil'",linkedin
