id,company,post_date,post_text,post_likes,post_comments,assunto,,,
110,everis,2021-01-18,"Today marks an important milestone for everis as it’s a big day, it is an immense joy and thrill for us to celebrate with you our 5 years of existence in Morocco, a number that not only brings luck but brings us together too.Our thanks to all those who trusted us since the beginning and who proudly joined everis to build a family of 200 talents as of today.Thank you! Happy anniversary everis Morocco!#everis #Corporate #Anniversary #5years #Lacasadeeveris #IT #Leader #Morocco #Tétouan'",165,12,Variados,,,
113,everis,2021-01-18,#everisBrasil #XRealityhttps://lnkd.in/gbQNpBm',6,0,Carreira,,,
136,everis,2021-01-18,"everis eva, nossa plataforma corporativa de soluções com voz, é um ponto de partida para uma estratégia centrada no cliente corporativo, pois é capaz de interagir diretamente e entender frases complexas, erros ortográficos e ainda apresentar conteúdo de acordo com os interesses dos usuários. Conheça outros benefícios, acesse: https://eva.bot/ #everisBrasil #IA #chatbot #ConversationalAI #everiseva'",29,2,Segmentos de Mercado,,,
137,everis,2021-01-18,"No mês de dezembro realizamos mais uma de nossas ações voluntárias. Desta vez, o objetivo era levar um pouco mais de alegria às festas de final de ano de famílias que vivem em situação de vulnerabilidade social. Os profissionais everis foram os protagonistas desta grande ação. Juntos, arrecadaram R$ 39.000,00 que foram convertidos em vales-alimentação no valor de R$ 300,00/cada e entregues a estas famílias, com o apoio das Instituições sociais apoiadas pela everis. Agradecemos a cada profissional que transformou empatia em atitude em mais uma ação solidária! #everisBrasil #everis #BeEveris'",86,3,Carreira,,,
138,everis,2021-01-18,"everis oferece 3 mil bolsas de estudos, e possibilidade de contratação para os estudantes que se destacarem. Saiba mais: https://lnkd.in/gu4he65 #everisBrasil #everisNaMidia'",49,0,Marca,,,
139,everis,2021-01-18,"Realizamos em dezembro mais uma edição do #BeLeader! Um momento dedicado ao reconhecimento da promoção dos Líderes que exercem seu primeiro ano como gestores na everis Brasil! Nesta ocasião, os 138 profissionais tiveram a oportunidade de trocar experiências e aprender mais sobre o desafio de gerir equipes com experientes especialistas do mercado e alguns dos principais executivos da companhia. #BeEveris #MyeverisWorkplace #everisBrasil #everis'",89,3,Carreira,,,
140,everis,2021-01-18,Como as organizações podem se preparar para a transformação do talento voltada para o futuro seguindo estas etapas. Acesse nosso estudo: https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital',19,1,Carreira,,,
141,everis,2021-01-18,"Os assistentes de voz são aplicações criadas através da #IA para atender e responder às questões dos usuários. Queremos te apresentar nossa solução omnichannel de voz, everis eva: https://eva.bot/ #everisBrasil #chatbot #ConversationalAI #everiseva'",19,0,Carreira,,,
142,everis,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #BEeveris #everisBrasil #MyeverisWorkplace'",33,1,Carreira,,,
143,everis,2021-01-18,"Estamos em busca de profissionais que estejam em Uberlândia! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #BEeveris #Career #everisBrasil #MyeverisWorkplace'",40,3,Carreira,,,
144,everis,2021-01-18,"Estar à frente com Forward Digital Health é ter serviços e soluções tecnológicas para a área da saúde que parecem vir do futuro. Entre em contato com a everis, consultoria global de negócios parte do grupo NTT Data, e comece a cuidar do amanhã, hoje. Saiba mais:  https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",28,0,Marca,,,
145,everis,2021-01-18,Oportunidades de trabalho para Agile Coach  e Desenvolvedor Mobile para atuar na cidade de São Paulo. Vem fazer a sua carreira na everis! https://bit.ly/3cIZLnP #BEeveris #Career #everis #everisBrasil #MyeverisWorkplace',39,0,Carreira,,,
147,everis,2021-01-18,"everis, consultoria global de negócios parte do grupo NTT Data e Clínica Alemana, uma instituição de saúde privada chilena, são parceiras desde 2013 e, trabalharam juntas em um grande projeto de transformação digital. Conheça essa história de implementação SAP. https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",28,0,Transformação Digital,,,
148,everis,2021-01-18,"A Blue Cross BlueShield, um plano de saúde de Rhode Island, sem fins lucrativos e com planos a preços acessíveis, contou com a expertise da NTT DATA para adotar práticas de DevOps, implementação e personalização de soluções Salesforce e de automação robótica de processos, para sua transformação de TI. Conheça essa história: https://lnkd.in/dzkvCcK #everisBrasil #Healthcare #DigitalHealth'",20,0,Segmentos de Mercado,,,
150,everis,2021-01-18,"Hoje temos uma dica para o RH da sua empresa: ""Repense o trabalho e a organização para maximizar a contribuição de valor de recursos humanos para desafios de negócios."" https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",17,0,Marca,,,
152,everis,2021-01-18,"Você sabe o que impulsiona a mudança na demanda por talentos?Acesse nosso estudo ""Talentos para a Transformação Digital"" e conheça essa realidade: https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital'",16,0,Transformação Digital,,,
153,everis,2021-01-18,everis oferece 3 mil bolsas de estudos para novos talentos. Há 100 vagas em aberto para diferentes níveis de conhecimento em Engenharia de Dados para a operação no Brasil. Saiba mais: https://lnkd.in/dmScnhQ #everisBrasil #everisNaMidia',90,1,Carreira,,,
154,everis,2021-01-18,"Por um ano cheio de novas esperanças, em que superamos todos os desafios vividos e deixamos para trás os momentos difíceis experimentados em 2020 #HappyNewVibes #Feliz2021 #everisBrasil'",113,2,Carreira,,,
155,everis,2021-01-18,"Estamos em busca de profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",26,0,Carreira,,,
156,everis,2021-01-18,Grandes empresas latino-americanas foram consultadas em nossa pesquisa sobre agilidade na região e apontam como aferem o êxito na adoção de Metodologias Ágeis. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',30,0,Transformação Digital,,,
157,everis,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em Uberlândia! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #BEeveris #Career #everis #everisBrasil #MyeverisWorkplace'",56,7,Carreira,,,
158,everis,2021-01-18,"Chegamos ao fim de mais uma etapa do Innovation Chase 2020. O XR Challenge FIAP foi encerrado com muita celebração, foram 60 alunos participantes, 12 projetos e somente 1 vencedor! Convidamos alguns representantes dos grupos finalistas para contar como foi essa experiência e quais os maiores desafios. Para conferir também o evento de encerramento completo, acesse: http://bit.ly/2X0ADCg #Strategy&Tech #everisBrasil #InnovationChase #everisXRChallengeFIAP'",12,0,Marca,,,
159,everis,2021-01-18,O atendimento ao cliente personalizado oferece benefícios operacionais e melhores resultados de #CustomerExperience. Que tal personalizar seu atendimento? Conheça #everiseva: https://eva.bot/ #everisBrasil #everisBrasil #IA #chatbot #ConversationalAI',8,0,Segmentos de Mercado,,,
160,everis,2021-01-18,"Quais práticas você gostaria que fossem implementadas para o trabalho remoto? Neste artigo deixamos uma análise deste cenário, acesse: https://lnkd.in/gh8rzQD #everisBrasil'",25,0,Segmentos de Mercado,,,
162,everis,2021-01-18,"Nossa #energia nos mostrou este ano que, podemos nos destacar e ficar juntos apesar das dificuldades. Neste 2021 da #everis, uma empresa do grupo NTT DATA, queremos transformar toda essa energia em algo positivo, levando alimentos para as casas que mais precisam.Você pode nos ajudar? 👉 https://lnkd.in/g2AZttb#HappyNewVibes #everisBrasil'",58,0,Dados,,,
163,everis,2021-01-18,"Se você participou do nosso Meetup sobre ServiceNow, essa dica vai para você! Temos uma playlist em nosso Canal do YouTube com conteúdos de apoio sobre como criar dashboards, uma nova aplicação e listas personalizadas no ServiceNow. Acesse: https://lnkd.in/gHtvGTg #everisBrasil #ITServices'",9,0,Transformação Digital,,,
166,everis,2021-01-18,"A inteligência digital pode aprimorar a experiência do cliente, explore as potencialidades desses espaços com ações e estratégias omnichannel, conheça nossa aplicação #everiseva: https://eva.bot/ #everisBrasil #everisBrasil #IA #chatbot #ConversationalAI'",24,0,Segmentos de Mercado,,,
167,everis,2021-01-18,"Nossa dica de hoje: ""Posicione a cultura digital e introduza mais inovação ao longo do ciclo de vida do seu empregado, isso irá inspirar o talento.""https://lnkd.in/gRN2mgZ #everisBrasil #RecursosHumanos #thefutureofwork #TalentoDigital'",23,0,Marca,,,
168,everis,2021-01-18,"Hoje temos uma dica para o RH da sua empresa: ""Repense o trabalho e a organização para maximizar a contribuição de valor de recursos humanos para desafios de negócios.""https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",15,0,Marca,,,
169,everis,2021-01-18,"Estamos em busca de profissionais que estejam em São Paulo! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",45,0,Carreira,,,
171,everis,2021-01-18,"Estamos em busca de profissionais que estejam em qualquer cidade das regiões Sul e Sudeste do Brasil! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #BEeveris #Career #everisBrasil #MyeverisWorkplace'",63,4,Carreira,,,
181,everis,2021-01-18,Até 2024 a estimativa é que sejam necessários mais de 300 mil profissionais na área de TI. Dezembro já conta com 552 oportunidades de emprego. Acesse: https://lnkd.in/gvDYrV7 #everisBrasil #everisNaMidia',68,0,Segmentos de Mercado,,,
183,everis,2021-01-18,Temos o prazer de anunciar a assinatura de um acordo de colaboração estratégica com a Amazon Web Services (AWS) para desenvolver soluções digitais corporativas que acelerarão a transformação digital de nossos clientes na EMEA e Latam. Conteúdo em inglês: http://bit.ly/39Ejlkm #everis #everisBrasil',10,0,Transformação Digital,,,
185,everis,2021-01-18,30% dos empregos atuais simplesmente deixarão de existir por conta da evolução tecnológica. Nesse cenário todos precisarão ter Qualificação Digital. Acesse e saiba mais: https://lnkd.in/gC5kkkm #everisBrasil #everisNaMidia',44,0,Marca,,,
186,everis,2021-01-18,NTT DATA Services anuncia os resultados de um novo estudo - “Could Have. Would Have. Should Have.” Saiba mais: https://lnkd.in/g8KwnQh (conteúdo em inglês) #everisBrasil #NTTDATA',12,0,Marca,,,
190,everis,2021-01-18,"Nos 10, 11 e 12 de dezembro, a everis participou, como patrocinadora, da primeira edição on-line do PrograMaria Summit. Foram quase 19 mil inscritas, + de 60 palestrantes, + de 60 rodadas de mentoria e muitas outras atrações dedicadas integralmente às mulheres - aspirantes ou já profissionais – da área de tecnologia.  Agradecemos a todas as profissionais everis que nos representaram nesta grande iniciativa e também às 500 mulheres que visitaram nosso estande virtual. #MaisJuntasDoQueNunca #MyeverisWorkplace #everisBrasil #everis'",84,0,Diversidade,,,
191,everis,2021-01-18,"Desde julho de 2019 a everis Brasil mantém uma parceria com a LABORATORIA, organização que busca e oferece formação em tecnologia a mulheres e ao público LGBTI+ para impulsionar uma economia digital que dê oportunidades para todas as pessoas igualmente. Na everis, 18 mulheres já foram contratadas por meio desta parceria. #MyeverisWorkplace #everisBrasil #everis'",75,0,Diversidade,,,
192,everis,2021-01-18,"Segundo estudo ""Talentos para a Transformação Digital"" que realizamos este ano, 55% das empresas pesquisadas admitem ter grande dificuldade em encontrar o talento necessário. https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",11,0,Transformação Digital,,,
193,everis,2021-01-18,"O Digital Lab Brasil, traz um panorama das tecnologias X-Reality mais relevantes, considerando as categorias de hardware e software para 2020. Faça o download: https://lnkd.in/gbQNpBm#everisBrasil #xReality'",15,0,Transformação Digital,,,
194,everis,2021-01-18,Oportunidades de trabalho para Desenvolvedor Salesforce e Consultor Funcional Salesforce para atuar na cidade de São Paulo. Vem fazer a sua carreira na everis! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil',65,2,Carreira,,,
195,everis,2021-01-18,Sabia que é possível reduzir custos e ainda diminuir os riscos de um projeto? A adoção de Métodos Ágeis é a solução. Leia este estudo e entenda como: https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',27,0,Conteúdo Técnico,,,
196,everis,2021-01-18,"Estamos em busca de profissionais que estejam em qualquer cidade das regiões Sul e Sudeste do Brasil! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",41,2,Carreira,,,
197,everis,2021-01-18,"Amanhã, 06/01 às 20h você conhecerá a Aceleração Global Dev everis! Em parceria com a DIO, lançaremos nosso primeiro programa de aceleração de talentos. Neste programa, realizaremos uma imersão de alto nível sobre Engenharia de Dados, com profissionais everis Brasil, abordando temas avançados para criação e implementação de soluções usando Hadoop, Spark, Scala, Python, além de comportamentos fundamentais para trabalhar com times de dados e de alta performance. Acesse: https://lnkd.in/gVgWbJD #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil #DigitalInnovationOne'",133,5,Marca,,,
198,everis,2021-01-18,"Acesse o estudo ""Inteligência Artificial nas grandes organizações Latino-Americanas"" e conheça insights dessa pesquisa que realizamos em parceria com o MIT Tech Review em Espanhol: https://lnkd.in/dq45j2R #everisBrasil #EstudoIA #Digital&Strategy'",13,0,Segmentos de Mercado,,,
199,everis,2021-01-18,"Assim como os seres vivos, as organizações também têm diferentes estágios de evolução e é neste contexto que surge a organização Teal. Ouça especialistas debatendo o tema neste #podcast 🎧Spotify http://spoti.fi/2Ls9rKgGoogle http://bit.ly/38Dh9dtApple http://apple.co/3oGtqTTDeezer http://bit.ly/3oKPvReTuneIn http://tun.in/tk0UaJ#everisBrasil #everisTalksPodcast'",8,0,Marca,,,
200,everis,2021-01-18,Você é Engenheiro de Dados e Arquiteto de Soluções Cloud? Já pensou em desenvolver sua carreira em uma multinacional presente em quase 20 países? Vem pra everis! Clique no link e se inscreva! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil',33,1,Carreira,,,
202,everis,2021-01-18,"Prevenção de doenças, diminuição do custo dos cuidados médicos e recomendar os melhores caminhos de tratamentos de forma otimizada. Estes são os principais pilares do Forward Digital Health da everis, consultoria global de negócios parte do grupo NTT Data. Saiba mais sobre este e os demais pilares: https://lnkd.in/dzkvCcK #DigitalHealth #Healthcare #everisBrasil'",18,0,Transformação Digital,,,
204,everis,2021-01-18,Obrigado a todos vocês que conseguiram preencher nosso mapa mundi com luz!Você pode nos ajudar com este último empurrão? 👉 https://bit.ly/3gwbE2u#HappyNewVibes #everisBrasil',84,0,Dados,,,
205,everis,2021-01-18,Você é Desenvolvedor Full Stack ou desenvolvedor Java? Que tal desenvolver sua carreira em uma multinacional presente em quase 20 países? Vem pra everis! Clique no link e se inscreva! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil',53,0,Carreira,,,
206,everis,2021-01-18,"Kazuhiro Gomi, CEO da NTT Research traz boas notícias sobre cibersegurança e afirma que os recentes desenvolvimentos abrangem uma sólida base teórica para a ofuscação de software, uma nova defesa para sistemas de criptografia de chave pública e várias maneiras de tornar o Machine Learning (ML) mais confiável. http://bit.ly/2WqP3ep (conteúdo em inglês) #everisBrasil #NTTDATA'",36,0,Transformação Digital,,,
207,everis,2021-01-18,53% das empresas considera que NÃO cumpre adequadamente os desejos dos novos talentos. Conheça este e outros insights no Estudo Talento para a Transformação Digital 2020. https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork',13,0,Transformação Digital,,,
208,everis,2021-01-18,"Soluções para melhorar a qualidade e eficiência do atendimento clínico, a experiência do paciente e do prestador de cuidados e otimizar o fluxo de trabalho. Otimize suas operações com Forward Digital Health da everis, consultoria global de negócios parte do grupo NTT Data.  Saiba mais: https://lnkd.in/dzkvCcK#DigitalHealth #Healthcare #everisBrasil'",5,0,Transformação Digital,,,
209,everis,2021-01-18,"Estamos em busca de profissionais que estejam em qualquer cidade das regiões Sul e Sudeste do Brasil! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Inscreva-se! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everisBrasil'",51,1,Carreira,,,
210,everis,2021-01-18,"Aconteceu ontem a LIVE ""Quais são as competências, técnicas e softskills que você deve desenvolver para ter uma carreira de engenheiro de dados na everis"" com os profissionais everis, Daniela Griecco, Data & Analytics Director e Gabriel Ribeiro Emegildio, Data & Analytics Developer e mediada por Iglá Generoso, CEO na DIO. Este conteúdo fez parte da Aceleração Global Dev #4 everis! Um programa de formação e geração de oportunidades de emprego para profissionais que tenham, no mínimo, 2 anos de mercado. As inscrições são gratuitas e ficarão disponíveis até 17/01. Inscreva-se: https://zcu.io/YLDA #everisBrasil #BEeveris #Career #MyeverisWorkplace'",7,0,Marca,,,
211,everis,2021-01-18,"Acesse a Revista Radar, a revista do centro de hacking da everis, que traz temas atualizados sobre segurança cibernética. https://bit.ly/2XtbMaz #everisBrasil'",16,0,Conteúdo Técnico,,,
212,everis,2021-01-18,"A NTT DATA, empresa líder em negócios digitais e serviços de TI, foi reconhecida Top 15 na categoria Sourcing Standout pela ISG (Information Services Group), uma empresa líder global em pesquisa e consultoria especializada em TI. http://bit.ly/3aiSs7p (conteúdo em inglês) #NTTDATA #everisBrasil'",54,0,Transformação Digital,,,
213,everis,2021-01-18,"O ""X-Reality Inside 2020"", organiza as tecnologias, softwares, plataformas e hardware para desenvolver aplicações com #RealidadeAumentada, #RealidadeMista e #RealidadeVirtual. Acesse: https://lnkd.in/gbQNpBm #everisBrasil #xReality'",11,0,Diversidade,,,
214,everis,2021-01-18,"If you are a company, a start-up or an entrepreneur based in #Luxembourg and also interested on what #5G can bring to your business, this will surely catch your eye!Our colleagues Regina dela Eva, Marta Pont Guixa, Romina Fernandez , Valentin Ariton and Mario Cabellos have presented a really amazing project to support a coherent rollout of 5G in Luxembourg, along with our partners Luxembourg Institute of Science and Technology (LIST) and inCITES Consulting.Do you want to take part on this initiative? Register for their #training pilot that will take place during the last week of January!More information and how to apply at: https://lnkd.in/eBKbjei. Only 12 seats available! House of Startups Luxembourg Le Village by CA LuxembourgHouse of Entrepreneurship LuxembourgDigital Luxembourg University of Luxembourg Competence Centre Luxembourg-City Incubator Digital Skills and Jobs Coalition Luxembourg Chambre de Commerce du Luxembourg #startups #entrepreneur #digital #trainingprogram #5gforbusiness #5gamechanger'",24,0,Variados,,,
215,everis,2021-01-18,"NTT DATA é reconhecida como líder em IDC MarketScape Asia/Pacific SAP Implementation Services Vendor Assessment, 2020. O relatório do IDC MarketScape avaliou 16 fornecedores com base em 20 elementos que abrangem uma ampla gama de critérios. https://lnkd.in/ggBErB6 conteúdo em inglês. #everisBrasil #NTTDATA'",18,0,Transformação Digital,,,
216,everis,2021-01-18,"Se você é um profissional de tecnologia e quer acelerar sua carreira em engenharia de dados, essa oportunidade é para você! Conheça a Aceleração Global Dev #4 everis! Um programa de formação e geração de oportunidades de emprego para profissionais que tenham, no mínimo, 2 anos de mercado. As inscrições são gratuitas e ficarão disponíveis até o dia 17/01. Inscreva-se: https://zcu.io/YLDA #BEeveris #Career #everis #everisBrasil #MyeverisWorkplace'",89,1,Carreira,,,
217,everis,2021-01-18,"Neste #podcast, falamos sobre o estado do uso da inteligência artificial em seis países da América Latina, com atenção para a questão dos talentos profissionais. Acesse: https://spoti.fi/2LnJSKa #everisBrasil #everisTalksPodcast #Strategy&Tech'",5,0,Conteúdo Técnico,,,
219,everis,2021-01-18,"Para refletir: ""Prepare a sua equipe de RH para desenvolver a mentalidade e competências necessárias para acompanhar os desafios de negócio da era digital."" https://lnkd.in/gRN2mgZ #everisBrasil #TalentoDigital #RecursosHumanos #thefutureofwork'",9,1,Diversidade,,,
220,everis,2021-01-18,Oportunidades de trabalho para Desenvolvedor Full Stack e Software Quality Assurance para atuar na cidade de São Paulo. Vem fazer a sua carreira na everis! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil',27,0,Carreira,,,
221,everis,2021-01-18,"Saiba como agregar valor para o seu negócio, utilizando APIs para a transformação digital: https://lnkd.in/gTPKYCH #ITServices #everisBrasil'",21,0,Conteúdo Técnico,,,
223,everis,2021-01-18,"Os assistentes de voz são aplicações criadas através da #IA para atender e responder às questões dos usuários. Queremos te apresentar nossa solução omnichannel de voz, #everiseva: https://eva.bot/ #everisBrasil #chatbot #ConversationalAI'",27,0,Carreira,,,
224,everis,2021-01-18,"Estamos em busca de Desenvolvedor Android e Desenvolvedor iOS para atuar na cidade de São Paulo. Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil'",24,0,Carreira,,,
225,everis,2021-01-18,Ouça nesses dois episódios do nosso  #everisTalksPodcast “A importância do QA para uma Jornada Ágil”Episódio 1: http://spoti.fi/3rnHC61Episódio 2: http://spoti.fi/3aIqstY#everisBrasil #podcast',23,0,Transformação Digital,,,
226,everis,2021-01-18,O X-Reality Inside 2020 aponta as próximas tendências focadas em Realidade Aumentada e Aplicações Virtuais baseadas na Web. Conheça insights do estudo:https://lnkd.in/gbQNpBm #everisBrasil #xReality',21,0,Segmentos de Mercado,,,
227,everis,2021-01-18,"""Na everis, acreditamos que o código atual também é importante, assim, criamos o KayTrust, uma plataforma de segurança que reúne credenciais, DIDs e lógica de negócios.http://ow.ly/qruu50CG17B #everisBrasil""'",20,0,Carreira,,,
228,everis,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em qualquer cidade das regiões Sul e Sudeste do Brasil! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil'",66,4,Carreira,,,
229,everis,2021-01-18,Vem fazer a sua carreira na everis! Estamos em busca de Desenvolvedor Full Stack e Software Quality Assurance para atuar na cidade de São Paulo. Topa esse desafio? https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil',26,0,Carreira,,,
230,everis,2021-01-18,"Saiba como agregar valor para o seu negócio, utilizando APIs para a transformação digital: https://lnkd.in/gTPKYCH #ITServices #everisBrasil'",7,0,Conteúdo Técnico,,,
232,everis,2021-01-18,"Os #chatbots têm diversas aplicações, que vão desde inspiração para uma compra até a conexão com um atendente para proporcionar a experiência ideal. Te convidamos a conhecer #everiseva, nossa solução omnichannel de voz: https://eva.bot/ #everisBrasil #IA #ConversationalAI'",5,0,Dados,,,
233,everis,2021-01-18,"Na everis desenvolvemos a nossa atividade econômica sem perder de vista o que nós, como empresa, podemos contribuir para a sociedade. Gostaríamos de encerrar este ano tão difícil compartilhando um resumo do que conquistamos até agora. Saiba mais sobre nossa contribuição para os Objetivos de Desenvolvimento Sustentável da Agenda 2030 das Nações Unidas. #GlobalGoals #everisBrasil (vídeo em espanhol)'",20,0,Dados,,,
234,everis,2021-01-18,"Estamos vivenciando uma verdadeira revolução digital na indústria da saúde. A everis, consultoria global de negócios parte do grupo NTT Data, possui a expertise necessária para fornecer soluções para prevenção de doenças, melhorar os resultados e otimizar as operações. Conheça o Forward Digital Healthcare, nosso portfólio de serviços e soluções tecnológicas:  https://lnkd.in/dzkvCcK #DigitalHealth #Healthcare #everisBrasil'",9,0,Segmentos de Mercado,,,
235,everis,2021-01-18,everis e #MIT fazem estudo que aponta a maior adoção de Metodologias Ágeis nas áreas de TI e Software. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',26,0,Marca,,,
236,everis,2021-01-18,"A everis, consultoria de TI e negócios do Grupo NTT Data, reforça seu compromisso com a prática de Open Banking ao criar um Centro Global de Excelência dedicado a oferecer soluções abrangentes de Open Banking para o setor bancário, adaptadas às necessidades atuais dos clientes. Saiba mais: https://lnkd.in/g-A5KFq #everisNaMidia #everisBrasil'",13,0,Transformação Digital,,,
238,everis,2021-01-18,"NTT DATA, empresa global de serviços de #TI, automatiza suas operações de aquisição de ponta a ponta e economiza $ 125 milhões de dólares com essa Transformação Digital. Conheça essa história: https://lnkd.in/gKAsDMA #everisBrasil #NTTDATA'",15,0,Transformação Digital,,,
239,everis,2021-01-18,"Oportunidades de trabalho para profissionais que estejam em qualquer cidade das regiões Sul e Sudeste do Brasil! Vem fazer a sua carreira na everis, uma multinacional presente em quase 20 países! Vem pra everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil'",105,9,Carreira,,,
240,everis,2021-01-18,"O ""X-Reality Inside 2020"", organiza as tecnologias, softwares, plataformas e hardware para desenvolver aplicações com #RealidadeAumentada, #RealidadeMista e #RealidadeVirtual. Acesse: https://lnkd.in/gbQNpBm#everisBrasil #xReality'",26,0,Diversidade,,,
241,everis,2021-01-18,"""Na everis, acreditamos que o código atual também é importante, assim, criamos o KayTrust, uma plataforma de segurança que reúne credenciais, DIDs e lógica de negócios.http://ow.ly/qruu50CG17B #everisBrasil'",15,0,Carreira,,,
247,everis,2021-01-18,Ouça neste #podcast como definir estratégias de dados na empresa.Spotify https://spoti.fi/3lx2d3G Google https://bit.ly/2VqveDC Apple https://apple.co/3fZeuNc Deezer https://bit.ly/3mtfRGm TuneIn https://bit.ly/2I1nTXZ #everisBrasil #everisTalksPodcast',21,0,Dados,,,
249,everis,2021-01-18,"Saiba como agregar valor para o seu negócio, utilizando APIs para a transformação digital: https://lnkd.in/gTPKYCH #ITServices #everisBrasil'",22,0,Conteúdo Técnico,,,
250,everis,2021-01-18,"Acesse o estudo ""Inteligencia Artificial nas grandes organizações Latino-Americanas"" e conheça insights dessa pesquisa que realizamos em parceria com o MIT Tech Review em Espanhol: https://lnkd.in/dq45j2R #everisBrasil #EstudoIA #Digital&Strategy'",17,0,Segmentos de Mercado,,,
251,everis,2021-01-18,"Logística & transporte, energia & serviços públicos/privados e bens de consumo são setores que precisam prototipar e entender tecnologias como a Realidade Mista. Veja em gráfico do estudo, a maturidade de cada um dos setores:  https://lnkd.in/gbQNpBm#everisBrasil #XReality'",15,0,Carreira,,,
264,everis,2021-01-18,"O conceito de #ComputaçãoEspacial e #WebEspacial mostra potencial para se tornar o grande capacitador da massificação de servidores baseados em X-Reality, em grande escala, a um baixo custo e com muito mais engajamento. https://lnkd.in/gbQNpBm #everisBrasil #xReality'",17,0,Carreira,,,
265,everis,2021-01-18,"Um #podcast muito interessante, com especialistas da everis, sobre o uso de dados para desenhar a melhor experiência do cliente.SPOTIFY https://spoti.fi/3hKweeo GOOGLE https://bit.ly/2FJZqFBAPPLE https://apple.co/32IvQJl DEEZER https://bit.ly/3hNMOdjTUNEIN https://bit.ly/2RKUUJ7#everis #everisBrasil #everisTalksPodcast #Strategy&Tech'",6,0,Dados,,,
267,everis,2021-01-18,"Empresa especializada na contratação de desenvolvedores de software e data Science, GeekHunter anuncia ter em sua plataforma 550 vagas em aberto para profissionais de tecnologia, a everis está entre as empresas com o maior número de vagas disponibilizadas. https://lnkd.in/g97ceZU #everisNaMidia #everisBrasil'",88,4,Carreira,,,
268,everis,2021-01-18,Grandes empresas latino-americanas foram consultadas em nossa pesquisa sobre agilidade na região e apontam como aferem o êxito na adoção de Metodologias Ágeis. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',19,0,Transformação Digital,,,
